Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
120370174702378,Magyarország Kormánya,Magyarország Kormánya,427500,1
224274995688487,Bohár Dániel - Riporter,Megafon,345206,4
178362315106,European Parliament,European Parliament,212002,9
294998357524107,Deák Dániel,Megafon,171228,2
543788999005363,ORIGO,Mediaworks Hungary Zrt.,136126,14
191461774219575,hirado.hu,hirado.hu,134857,39
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,119499,10
109637397268775,Nyugati Pályán,Splendidea Communications Kft,79351,8
594088897289853,Alapjogokért Központ,Alapjogokért Központ,66742,10
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,62087,6
248172631940,Mandiner,Mediaworks Hungary Zrt.,40817,8
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,40384,5
1534911313439123,Ripost,Ripost,39517,6
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,39512,10
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,33784,7
131283758531,HVG,HVG Kiadó ZRt.,27354,16
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",26255,2
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,25821,3
115388925185513,Magyar Szocialista Párt,MSZP,25195,2
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,24494,5
116609705085092,BP18,BP18,22575,3
592204747588011,Momentum Mozgalom,Momentum Mozgalom,21477,1
851784814892644,Simicskó István,KDNP frakció,21238,2
193702058028595,Lázár János,Lázár János hivatalos oldala,18271,4
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,17376,2
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,16495,51
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,15923,9
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,14339,3
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,13687,7
451844608304228,Metropol,Metropol,13598,5
170187966339475,Life.hu,Mediaworks Hungary Zrt.,12811,5
108346693873484,Győrffy Balázs,Balazs Gyorffy,12751,3
264210363649459,Élő Norbert,Élő Norbert,12261,3
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,12012,3
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,11891,1
