Location name,Amount spent (ISK)
Capital Region,74563
Eastern Region,3998
Northeastern Region,9757
Northwestern Region,2128
Southern Peninsula,8525
Southern Region,9129
Unknown,≤100
Western Region,2087
Westfjords,2092
