Location name,Amount spent (TWD)
Changhua,12972
Chiayi,4051
Hsinchu,6625
Hsinchu City,8197
Hualien,4462
Kaohsiung,33904
Keelung City,5537
Kinmen,439
Lienchiang,144
Miaoli,6265
Nantou,6142
New Taipei City,53901
Penghu,693
Pingtung,7065
Taichung,37336
Tainan,21858
Taipei,46463
Taitung,3313
Taoyuan City,30592
Unknown,7039
Yilan,4468
Yunlin,6569
