Location name,Amount spent (ARS)
Buenos Aires,4042805
Catamarca,100191
Chaco,283200
Chubut,109166
Ciudad Autónoma de Buenos Aires,3094582
Corrientes,499621
Córdoba,5179188
Entre Rios,254527
Formosa,224285
Jujuy,54877
La Pampa,79542
La Rioja,25042
Mendoza,2319345
Misiones,76161
Neuquén,69990
Río Negro,100671
Salta,97235
San Juan,183204
San Luis,877134
Santa Cruz,32556
Santa Fe,1596526
Santiago del Estero,63724
Tierra del Fuego,31915
Tucuman,1131800
Unknown,341
