Location name,Amount spent (BRL)
Acre (state),434
Alagoas,1265
Amapá,349
Amazonas,5905
Bahia,8169
Ceará,6527
Espírito Santo,1900
Federal District,2695
Goiás,3734
Maranhão,3087
Mato Grosso,2186
Mato Grosso do Sul,2073
Minas Gerais,16796
Paraná,9536
Paraíba,1651
Pará,3231
Pernambuco,6371
Piauí,1263
Rio Grande do Norte,1889
Rio Grande do Sul,13436
Rio de Janeiro (state),10150
Rondônia,844
Roraima,345
Santa Catarina,4661
Sergipe,1750
São Paulo (state),41667
Tocantins,1063
Unknown,≤100
