Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
7214031395,Oxfam Great Britain,Oxfam Great Britain,3823,43
102639461303190,Fair Pay For All,Fair Pay For All,3813,131
311627208673,WWF UK,WWF UK,3366,54
799576543492660,The Week Junior,The Week Junior,3006,79
7715002593,UNICEF UK,Unicef UK,2759,30
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),2758,29
321116781287149,e.on,E.ON UK,2465,13
35671512696,World Animal Protection UK,World Animal Protection UK,2410,88
9250349228,Greenpeace UK,Greenpeace UK,2264,17
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,2238,37
186622728032,RSPB,RSPB,2230,126
158077247591710,Refuge,Refuge,1791,133
7043497714,Christian Aid,Christian Aid,1519,32
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,1285,30
10677003998,Shelter,Shelter,1273,212
407834355957354,NatWest Business,NatWest Group plc,1251,12
167898406587045,Holiday Extras,Holiday Extras,1105,5
121936349543,World Vision UK,World Vision UK,1097,56
7527864602,WaterAid UK,WaterAid UK,1047,45
117476785190,Save the Children UK,Save the Children UK,935,51
2558329857727118,Families In Debt,Families in debt,884,6
116625838402686,FareShare,FareShare,822,103
268801635305,Breast Cancer Now,Breast Cancer Now,780,10
208573062515662,Freedom from Torture,Freedom from Torture,701,9
13047522725,Crimestoppers,Crimestoppers,642,53
220543443746,International Rescue Committee - UK,International Rescue Committee UK,608,31
101958682650112,ESG UK,Energy Saving Grants,581,57
59367068326,The Ramblers,The Ramblers,527,8
212038972186253,Transport for London,Transport for London,525,4
116183696884118,Mothers In Debt,Mums In Debt.,480,4
177855115588808,The Week UK,The Week UK,473,26
6233536938,War Child UK,War Child UK,470,3
139695000173,Good Energy UK,Good Energy,470,203
175338329150218,Help For Heroes,Help for Heroes,467,19
21242962092,ClientEarth,ClientEarth,427,13
195754307110390,Right To Life UK,Right To Life UK,377,24
249209468838241,Good Law Project,Good Law Project,365,84
40409120801,Refugee Council,Refugee Council,341,8
145720895488822,Back Up,Back-Up Trust,317,15
569834799727730,National Grid UK,National Grid UK,314,5
103662352102391,Family Debt Help,Family Debt Help,307,3
18044497940,Plan International UK,Plan International UK,304,12
274651352565844,Oltco Ltd,Oltco Ltd,298,126
104255571968810,Save My Vape,Save My Vape,287,50
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,278,27
705825476138789,Hubbub,Hubbub,263,7
112712550420527,Ekō UK,Ekō,257,2
220513170893,Ripple Effect,Send a Cow,257,10
246872175166,Action Against Hunger UK,Action Against Hunger UK,248,103
159969930741814,The Wildlife Trusts,The Wildlife Trusts,243,24
802671466445707,Product Earth,Product Earth,241,14
104768005247443,Say No To WHO,Say no to WHO,239,5
47612991154,Dignity in Dying,Dignity in Dying,234,21
135456716565905,Guardian Jobs,Guardian Jobs,231,25
1660600037490738,Guardian Labs,Guardian Labs,227,15
107302325751905,Gweithredu ar Hinsawdd Cymru / Climate Action Wales,Welsh Government,224,83
550751965021284,Success Resources,These ads ran without a disclaimer,223,5
108951391565231,Help to Heat,Help to Heat,223,31
169042736456594,All Out,All Out,222,34
207426279267611,Changeworks,Changeworks,213,5
104487412566017,Green_Energy_Assist,Green_Energy_Assist,209,3
112845639376,Refugee Action,Refugee Action,208,37
290498754454402,European Movement UK,European Movement UK,197,2
346684596111093,KinKind,KinKind Ltd,195,16
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,182,7
137660096284927,Child Poverty Action Group (UK) - CPAG,Child Poverty Action Group,182,16
110538548040758,Care2 UK,John Ayling & Associates,179,20
100378626464924,Respect Britain's Heritage,Restore Trust,174,15
323967924444168,YesCymru,YesCymru,169,19
97116898596,Sightsavers,Sightsavers,168,27
353224381469808,ifaw,IFAW,162,22
547761111920012,Anglian Water - Love Every Drop,Anglian Water,155,14
29976850080,Sense,Sense,155,6
1382543595173440,Humane Society International - UK,Humane Society International - UK,148,2
165099760197787,Welsh Government,Welsh Government,146,26
1046117708754519,Care4Calais,Care4Calais,145,21
1689013614665814,HEINEKEN UK,HEINEKEN UK,143,2
490007667679401,Hugh James,Hugh James,141,2
25040545213,Contact - For families with disabled children,Contact,140,24
89151782746,Fauna & Flora,Fauna & Flora International,133,132
25749647410,The Labour Party,The Labour Party,132,185
32514078659,Liberty,Liberty,132,2
190194154347100,Llywodraeth Cymru,Llywodraeth Cymru,126,26
113381307050565,Wild Justice,Wild Justice,126,1
1586251881644270,Keir Starmer,The Labour Party,125,190
18933990398,Stonewall,Stonewall UK,123,24
231255203683307,Chuffed.org,Chuffed.org Pty Ltd,120,1
1863944713844924,Best For Britain,Best for Britain,119,12
103273814470,SolarAid,SolarAid,119,34
9695206314,Sustrans,Sustrans,116,3
127823347291536,Hayward Gallery at Southbank Centre,Hayward Gallery at Southbank Centre,115,5
224807720976717,Danny Jesden,These ads ran without a disclaimer,111,1
109403712473243,Bristol Energy Cooperative,Bristol Energy Cooperative,107,8
7624294394,Amnesty International UK,Amnesty International UK,106,6
114651147002520,SSE Energy Solutions,SSE,104,9
319465674441,Game & Wildlife Conservation Trust (GWCT),Game & Wildlife Conservation Trust (GWCT),103,1
188135065245828,Thakeham Homes,Thakeham Homes,103,3
109602554296513,Your Funded Energy Solution,Your Funded Energy Solution,102,16
2047806148766050,Animal Equality UK,Animal Equality UK,≤100,4
19110072263,FOUR PAWS,FOUR PAWS GB,≤100,6
159100234275780,UK Government Scotland,Office of the Secretary of State for Scotland,≤100,3
112712550420527,Ekō UK,SumOfUs,≤100,1
112955435147341,Lifecover Scout,These ads ran without a disclaimer,≤100,1
101417935420997,Future Ready Fuel,OFTEC,≤100,4
157035865207998,Bromley Police,Bromley Police,≤100,2
1061681237231403,Seabright Live,Seabright Productions Ltd,≤100,2
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100,33
7950759473,Cancer Research UK,Cancer Research UK,≤100,9
144289436063611,Drax Group UK,Drax Corporate Limited,≤100,61
101558386889,Shelter Scotland,Shelter Scotland,≤100,43
763836314003872,The Childcare Offer for Wales / Cynnig Gofal Plant Cymru,Welsh Government,≤100,16
39195572726,Republic,Republic,≤100,10
103835971750,Orbis UK,Orbis UK,≤100,26
19895907944,CAFOD,CAFOD,≤100,13
100854403381908,Pay Justice,Pay Justice,≤100,2
394936823930287,Age International,Age International,≤100,3
388650307829032,Rachel Reeves,Rachel Reeves,≤100,13
309021802914363,Vantage Health & Life,Vantage Health & Life,≤100,1
534501720220577,Transform Trade,Transform Trade,≤100,4
111339325988454,The Coders Guild,The Coders Guild,≤100,6
21019330647,Environmental Investigation Agency,Environmental Investigation Agency,≤100,1
332342972847,SCIAF,SCIAF,≤100,2
358531814192900,Bloomsbury Publishing UK,Bloomsbury Publishing UK,≤100,3
147064371974492,nibusinessinfo.co.uk,Invest Northern Ireland,≤100,1
37981137361,The Children's Society,The Children's Society,≤100,3
200006375787,38 Degrees,38 Degrees,≤100,12
157492274367801,Cruelty Free International,Cruelty Free International,≤100,22
131891836851920,MAF UK,Mission Aviation Fellowship UK,≤100,3
228393814606663,West of England Combined Authority,West of England Combined Authority,≤100,3
18366996074,War on Want,War on Want,≤100,11
101658941945819,Bath's Clean Air Zone,Bath and North East Somerset Council,≤100,2
63451405593,NFU Online,NFU Online,≤100,1
111503161740182,AGBI,AGBI,≤100,5
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100,19
698773137204706,Give My View,Built-ID,≤100,4
6406164817,Viva!,Viva! Vegan Charity,≤100,6
6366026879,Dogs Trust,Dogs Trust,≤100,4
352254431506201,Shout Out UK,Shout Out UK,≤100,10
601388547012748,Ecologi,Ecologi,≤100,20
1738524969810037,Mission India UK,Mission India UK,≤100,2
114738159729,"Praxis, for Migrants and Refugees","Praxis, for Migrants and Refugees",≤100,17
18168505158,The Woodland Trust,Woodland Trust,≤100,14
41819722370,CAP - Christians Against Poverty UK,Christians Against Poverty,≤100,8
372562307265,Ripple Africa,RIPPLE Africa,≤100,20
102220332025739,Centre for Ageing Better,Centre for Ageing Better,≤100,6
585253558594078,Police.uk,Police.uk,≤100,3
407402162736656,Labour East,The Labour Party,≤100,12
2443299312347521,Green New Deal Rising,Green New Deal UK,≤100,3
313376249090900,The Humane League UK,The Humane League UK,≤100,6
103222958945190,Reform UK - Mid Bedfordshire,David Holland,≤100,3
112201298348662,Health Equals,Health Equals,≤100,39
343799790144509,River Action UK,River Action UK,≤100,2
107265572419420,Forgotten Exodus,Forgotten Exodus,≤100,2
104732130870119,Slough Borough Council,Slough Borough Council,≤100,2
103442399395585,Clean Air Wins,C40 Cities,≤100,4
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,≤100,19
111263798903232,The Spectator,The Spectator,≤100,10
20583485166,Diabetes UK,Diabetes UK,≤100,14
107575265707087,Alistair Strathern for Mid Beds,Labour East,≤100,8
123817579216,Labour South East,The Labour Party,≤100,1
220543443746,International Rescue Committee - UK,International Rescue Committee - UK,≤100,2
111451695317787,Steve Tuckwell MP,The Conservative Party,≤100,4
105414346223667,The Scottish Parliament,The Scottish Parliament,≤100,12
108995912015327,Energy Advice London,Energy Advice London,≤100,12
184323594931922,Bumblebee Conservation Trust,Bumblebee Conservation Trust,≤100,2
166917856704286,Essex County Council,Essex County Council,≤100,9
8555757947,Tearfund,Tearfund,≤100,6
46852258376,Anti-Slavery International,Anti-Slavery International,≤100,1
648616905190497,Thetford Foodbank,Thetford Foodbank,≤100,1
100611146042662,Citizen Reach,CAN Digital Solutions Ltd,≤100,2
102881531374140,Oltco Ltd,Oltco Ltd,≤100,5
105579725420482,Oltco Ltd,Oltco Ltd,≤100,6
109324415039999,Oltco Ltd,Oltco Ltd,≤100,6
202480635550,Care,CARE,≤100,6
6574632957,Unlock Democracy,Unlock Democracy,≤100,13
64955332909,Sage,Sage,≤100,3
190429611012985,Wandsworth Council,Wandsworth Council,≤100,1
104729615579538,Goosey - Car Finance,These ads ran without a disclaimer,≤100,1
161694790574051,DartsPal.,These ads ran without a disclaimer,≤100,1
39556650565,League Against Cruel Sports,League Against Cruel Sports,≤100,2
121872441181818,Compassion UK,Compassion UK,≤100,6
198491313659847,Drug Science,Drug Science,≤100,14
303381303198329,Local Government Boundary Commission for England,LGBCE,≤100,1
1035528279833663,IEMA,IEMA,≤100,4
208516013018318,Equality Commission for Northern Ireland,Equality Commission for Northern Ireland,≤100,1
345382132326295,Barnet Council,Barnet Council,≤100,11
934458176570124,International Medical Corps UK,International Medical Corps UK,≤100,5
1698991126784763,Monica Harding for Esher & Walton,Elmbridge Liberal Democrats,≤100,4
102563495226123,Oltco Ltd,Oltco Ltd,≤100,6
101183108039162,P1vital,P1vital,≤100,5
158365557945,Unseen & the Modern Slavery Helpline,Unseen UK,≤100,1
105057779144316,Balance Power,Balance Power,≤100,1
110133689018711,Prostate Cancer Research,Prostate Cancer Research,≤100,6
117592091643709,Tree of Life Ministries｜Evangelism in Israel,Tree of Life Ministires,≤100,1
106205865302441,Just Stop Oil,Just Stop Oil,≤100,3
2352224541726783,Cancard,Cancard,≤100,1
101255718164248,350 UK,350.org,≤100,4
102030638270755,Mike Tapp - Labour,Mike Tapp - Labour,≤100,3
151692864894817,AMAR International Charitable Foundation,AMAR International Charitable Foundation,≤100,2
113108091815900,Rachael Gardener - Cradley & Wollescote Community,West Midlands Labour Party,≤100,3
28986393316,National AIDS Trust,National AIDS Trust,≤100,1
241508855878234,Railway Children,Railway Children,≤100,3
1551777295056430,NFU Cymru,NFU Cymru,≤100,4
97955320269,MAG (Mines Advisory Group),MAG (Mines Advisory Group),≤100,12
101078319487563,Discovering Quakers,Discovering Quakers,≤100,1
102217772802527,Bay Area Times,These ads ran without a disclaimer,≤100,1
355139677848669,North Somerset Council,North Somerset Council,≤100,3
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,16
103559634900519,Oltco Ltd,Oltco Ltd,≤100,4
103779359700137,Mission Without Borders UK,Mission Without Borders UK,≤100,3
13655260370,Penguin Books,Penguin Books,≤100,3
511124359026078,Sortition Foundation,Sortition Foundation,≤100,2
361903630674786,City to Sea,City to Sea,≤100,2
134213516600832,Logistics UK,Logistics UK,≤100,1
114937633750473,Oltco Ltd,Oltco Ltd,≤100,4
109115441532763,The Eastern Cyber Resilience Centre,Eastern Cyber Resilience Center,≤100,4
100396318770585,Oltco Ltd,Oltco Ltd,≤100,2
657070411062471,Anas Sarwar,Scottish Labour Party,≤100,1
696599710712291,West Yorkshire Combined Authority,West Yorkshire Combined Authority,≤100,1
152625604758775,Hampshire County Council,Hampshire County Council,≤100,2
141500959223137,I love Oldham,Oldham Council,≤100,1
146549422028829,The TaxPayers' Alliance,The TaxPayers' Alliance,≤100,2
2386526881419158,USR Marea Britanie,Uniunea Salvati Romania,≤100,1
196603287038373,Edinburgh Children's Hospital Charity,Edinburgh Children’s Hospital Charity,≤100,1
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,≤100,6
103098208547214,Oltco Ltd,Oltco Ltd,≤100,3
107485499287,Reprieve,Reprieve,≤100,6
103090485214325,Oltco Ltd,Oltco Ltd,≤100,5
106671782113015,Oltco Ltd,Oltco Ltd,≤100,3
108385790816204,Oltco Ltd,Oltco Ltd,≤100,3
108241274164259,Oltco Ltd,Oltco Ltd,≤100,4
100547679758323,Josh MacAlister for West Cumbria,Josh MacAlister for West Cumbria,≤100,2
10499876484,Compassion in World Farming,Compassion in World Farming,≤100,2
121804111202790,Staffordshire County Council,Staffordshire County Council,≤100,6
