Location name,Amount spent (TWD)
Changhua,11966
Chiayi,2621
Hsinchu,5020
Hsinchu City,7700
Hualien,4472
Kaohsiung,37731
Keelung City,4320
Kinmen,655
Lienchiang,≤100
Miaoli,5351
Nantou,5613
New Taipei City,56533
Penghu,859
Pingtung,6802
Taichung,45206
Tainan,22994
Taipei,42701
Taitung,2800
Taoyuan City,33114
Unknown,5106
Yilan,3782
Yunlin,6253
