Page ID,Page name,Disclaimer,Amount spent (AOA),Number of ads in Library
434438863316803,RFI Português,These ads ran without a disclaimer,6354,1
101014586118927,Apkshop,Graciete De Carvalho Faustino,713,1
285530825204,Klitschko,These ads ran without a disclaimer,254,3
931458143625686,Maître Avatar Jean Pierre Manzolo,These ads ran without a disclaimer,≤100,1
1899063530141063,Claudio Bonel,These ads ran without a disclaimer,≤100,1
382377315238468,"Educational Research Center, Inc.",These ads ran without a disclaimer,≤100,2
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
481442475370677,World Internet Conference,These ads ran without a disclaimer,≤100,1
435381440344317,Dylan Ogline,These ads ran without a disclaimer,≤100,3
