Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,1050576,55
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,633551,48
377334062304350,Secretaría de Educación de Bogotá,Secretaría de Educación de Bogotá,344159,6
251292808253299,Canadian College,Canadian College,339542,14
101071764864119,Dulce Veneno,Dulce Veneno,249588,12
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,245753,24
321789057890530,Secretaría de Movilidad,Secretaría de Movilidad,224938,9
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,198725,1
256488875025665,Juan Bocanegra,Juan Carlos Bocanegra Chacón,126644,2
360840354678432,MK Team 24 7,Michel Wadih Kafruni Marin,123132,1
130834367164,Red PaPaz,Red PaPaz,103566,13
1004865626202028,Jaime Peña Peñaranda,Joseph Ferney Galvis Gonzalez,92161,6
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,82003,1
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro,79979,5
108946084100541,Alcaldía Cartagena Del Chairá,Tuto Gonzalez,69515,3
417060811811167,Juan David Duque García,Juan David Duque Garcia,61847,7
101769386141297,Congreso Nacional de Actualización Tributaria y Laboral,Julian Chuchoque,59446,2
103833791361048,El Legado de Álvaro Uribe Vélez,Centro Democrático - Comunidad Oficial,52955,2
308398253196220,Jorge Andrés,Digital Tech Ideas S.A.S,52372,1
1597659560553215,Colombia+20,COMUNICAN SAS EL ESPECTADOR,45650,6
257401965136834,Carlos Marroquín Luna Diputado,Carlos Andres Marroquin Luna,42227,1
188371488749555,Mauro Marquez,Mauricio Marquez Valencia,42012,3
787232315012598,Cristian Barragán Correcha - Tol,Cristhian Andres Barragán Correcha,39786,2
114317847146525,Alvaro Arias Velez,TORO DIGITAL,38805,1
796134277395174,Luis Francisco Ruiz Aguilar,Luis Francisco Ruiz Aguilar,34341,2
361663387187347,Fuxión 7,Fuxión 7 ips,34159,1
1823807254333065,Soy Más País,Soy Mas Pais,30828,6
437833369757523,DB MEDIA,Diana Paola Bernal Rodriguez,29359,1
108158921672438,Llener Borja,Alvaro Jose Gomez Ramirez,29284,6
1622001728047397,Harman Alcalde,Harman Alcalde,28962,4
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,25004,1
108875804858437,Antimilitantes,Antimilitantes,24789,5
648195945371422,Fundación Hablemos,FUNDACIÓN HABLEMOS,24253,1
191210184867688,Julián Serna Concejal,Julian Andres Serna Ruíz,23642,1
311351563056444,CÂSCARA,These ads ran without a disclaimer,20971,1
1242864402475742,BC Noticias,Oscar Javiar Bayona Villada,18721,2
915743661945208,Alejandro Eder,Alejandro Eder,18246,6
104969865721375,Profes.movimientociudadano,John Bazurto,17607,3
131161704260384,Carlos Ardila,Hugo Andrés Galindo Palacio,17210,2
398583357661790,Papo Amín,Papo Amín,17147,3
108459260282,Universidad La Gran Colombia,Universidad La Gran Colombia,16733,2
1863718303895756,Study First Group,These ads ran without a disclaimer,16505,1
1431824383809561,Camilo Torres,Ivonne Mariana Torres Prada,15890,1
765302097170348,Línea Cero,Linea Cero,15791,3
140451182823675,Edwin Palma Egea,Edwin Palma Egea,14662,1
664142747350164,Tatiana López Saldarriaga,Tatiana López Saldarriaga,14552,2
109810958651903,Daniel Duarte Pabón candidato a Representante de los Egresados UIS 2023,Daniel F Duarte Pabón,13677,1
350160788433059,Proclama Cauca y Valle,Proclama Cauca y Valle,13656,3
267198759973201,Bairon Enrique Muñoz Lizarazo,Bairon Enrique Muñoz Lizarazo,13446,1
104670935764697,Jaime Alarcon Muriel,These ads ran without a disclaimer,12881,1
1519006894853848,El Quindiano,EL QUINDIANO SAS,12206,2
104237548662249,Centro de Emprendimiento Impúlsate,Sebastian Galeano,11451,1
106073925661132,"Más Acciones, Menos Rostros","Más Acciones, Menos Rostros",11018,1
237316706446146,Alianza Francesa de Pereira,Alianza Francesa de Pereira,10592,2
179003239458192,Jorge Humberto Rangel,Jorge Rangel,10212,1
405939179615966,Alcaldía de Vijes,Alcaldía de Vijes,9911,1
122989028111811,Alexander Ruiz,Edgar Alexander Ruiz Garcia,9779,1
100304338642614,Toro Digital 1972,Joseph Ferney Galvis Gonzalez,9701,2
1988052664633312,Maria Fernanda Hidalgo,Edwin Narváez Suarez,9682,1
835710939898329,Paulina Aguinaga,Paulina Aguinaga,9677,3
813793875378684,Bambalinas Co,Bambalinas Co,9638,2
104947707728179,Personería Municipal Jamundí,Jorge Iván Mejía Gutiérrez,6577,1
105459022029789,Luis Gregorio Moreno Mosquera,Luis Gregorio Moreno Mosquera,6369,1
999188666785524,阿里巴巴集團,These ads ran without a disclaimer,6250,2
204435366254477,IETA - Instituto de Estudios Técnicos Aeronáuticos,William Guillermo Delgado Lopez,5919,1
100319211712051,Walter Salas,Walter Manuel Salas Quinto,5879,1
103611558024292,Centro Superior de Estudios Financieros e Informáticos,Claudia Gonzalez Mancheco,5341,1
1529335724037224,Aeropuerto del Café,INTUAL,5191,1
740154089699095,Yuli Animalista,Cristian Sanchez Caicedo,4901,1
1448426092057311,El PIBE Sabaneta Concejal,El PIBE Sabaneta Concejal,4866,1
85147586731,Julio César Triana,Julio César Triana,4851,1
307952930086094,Boyacá Visible,Comunitic sas,4768,1
1666714230240447,Por el Derecho a Morir con Dignidad A.C.,These ads ran without a disclaimer,4244,1
468683789980124,Joao Herrera,José Joao Herrera Iranzo,3823,1
103517519256177,Joe Plata,These ads ran without a disclaimer,3506,3
130913580922547,Página: Faiber Tamayo su Concejal,José Faiber Tamayo Mendez,3213,1
588841011459819,Abg. César Rodríguez,Cesar Hernando  Rodriguez Ramos,2690,1
105170828667130,diariolalibertad.co,These ads ran without a disclaimer,2210,1
589408861751444,UNEP International Environmental Technology Centre,These ads ran without a disclaimer,1840,1
101772341304724,HUILA Digital,Jose Ricardo Parra Londoño,1836,1
898774753546167,Hay Festival ESP,These ads ran without a disclaimer,1493,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,1247,2
178194518893277,اقرأ لي,These ads ran without a disclaimer,980,1
102943332181244,InmigrarBien,These ads ran without a disclaimer,535,1
104246458805553,Surelys Pana Torres,These ads ran without a disclaimer,≤100,3
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
118606061493541,World Innovation Summit for Education - WISE,These ads ran without a disclaimer,≤100,1
19740928752,World Animal Protection,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
500259383489171,Guidable,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,2
153763928331325,IPSIS,These ads ran without a disclaimer,≤100,5
315282568581263,Plancha 6 Eleccion  de Delegados Coomeva 2022,Héctor Isaac Verjel Carrascal,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
107996315091233,月旦港事,These ads ran without a disclaimer,≤100,1
264104919248,Alcaldía Distrital de Barranquilla,Alcaldía de Barranquilla,≤100,3
112220134851421,Under the Sisterhood,These ads ran without a disclaimer,≤100,1
139681112726364,Boletín de la Computación,These ads ran without a disclaimer,≤100,2
159326370815397,Alcaldía de Itagüí,Joseph Ferney Galvis Gonzalez,≤100,1
137704262972584,MobiHealthNews,These ads ran without a disclaimer,≤100,1
106386888743470,Ordinarilyla.com,These ads ran without a disclaimer,≤100,2
1407316266166963,Jetcraft,These ads ran without a disclaimer,≤100,2
100796106232141,Yx1,These ads ran without a disclaimer,≤100,1
