Location name,Amount spent (CAD)
Alberta,6468
British Columbia,7527
Manitoba,2127
New Brunswick,1049
Newfoundland and Labrador,1181
Northwest Territories,≤100
Nova Scotia,1410
Nunavut,≤100
Ontario,17396
Prince Edward Island,339
Quebec,11851
Saskatchewan,3437
Unknown,≤100
Yukon,≤100
