Location name,Amount spent (BRL)
Acre (state),454
Alagoas,2065
Amapá,861
Amazonas,2914
Bahia,6680
Ceará,7347
Espírito Santo,11766
Federal District,2968
Goiás,4598
Maranhão,4245
Mato Grosso,3944
Mato Grosso do Sul,2198
Minas Gerais,62000
Paraná,7026
Paraíba,2198
Pará,4208
Pernambuco,5220
Piauí,1728
Rio Grande do Norte,2172
Rio Grande do Sul,8101
Rio de Janeiro (state),42854
Rondônia,1405
Roraima,819
Santa Catarina,6845
Sergipe,1536
São Paulo (state),36247
Tocantins,723
Unknown,≤100
