Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,38163,172
693907914395620,良杯製所 Oolab,良杯製所 Oolab,21787,10
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,20021,6
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),13052,30
246517878713911,劉家昌,勇勳沈,9734,1
699398610097783,劉仁照 Liu Jen-Chao,劉仁照,8324,10
1421185968116666,江肇國,江肇國,7661,12
185265471538397,余宛如,余宛如,7660,2
343347583411734,歡樂大東家,These ads ran without a disclaimer,7408,3
136185963597716,Cheap,Cheap,6425,9
1921016244677218,國際橋牌社 Island Nation,國際橋牌社 Island Nation,6175,5
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,5773,2
106801464127093,目目非營利 MUVE NPO,目目非營利,5675,14
151776788178402,TechOrange 科技報橘,流線傳媒股份有限公司,5211,9
219315794887869,聯合報,聯合報股份有限公司,3961,25
211730475524462,大陸委員會,大陸委員會,3917,6
127628276929,天下雜誌,天下雜誌,3815,12
177161918975981,基督教芥菜種會,基督教芥菜種會,3754,15
248954465174600,TOYOTA Taiwan,These ads ran without a disclaimer,3616,1
103219708815173,蕭立妍,Li Yen Hsiao,3133,2
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,2922,7
150336441057,民主進步黨,民主進步黨,2887,1
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2813,47
569626243213799,生鮮時書,生鮮時書,2615,3
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,2603,5
286487218798,遠見雜誌,遠見雜誌,2355,6
158025223269,今周刊,今周刊,2337,8
296199430542790,何志偉,志偉 何,2337,2
199044740213961,為台灣而教 Teach For Taiwan - TFT,Teach For Taiwan 為台灣而教,2178,7
124473380937123,勵馨基金會 The Garden of Hope Foundation,勵馨基金會 The Garden of Hope Foundation,2105,3
239410119414734,彭佳芸,Katherine Peng,1955,1
292264527463678,全教總,全國教師工會總聯合會,1677,3
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1671,34
113988264929657,Yp,育璞林,1532,15
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1502,2
217802801759737,郭昭巖粉絲團,郭昭巖粉絲團,1460,1
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1453,4
104690535860982,楊永明,永明楊,1440,5
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,1438,23
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,1332,4
246324992373019,傅崐萁,Evonne Hu,1323,2
372692962824783,工程圖輯隊-新北工務局,新北市政府,1297,3
104624290080479,張育美,翊斌黃,1270,4
1649523455281990,遠山呼喚,遠山呼喚國際貧童教育組織,1248,4
235679595900,民視新聞,民視新聞,1177,6
121692144530435,Discovery頻道,Discovery頻道,1073,1
1648103928834123,MasterTalks,MasterTalks,1018,14
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,1005,13
202921733128123,黃露慧 Lulu,黃露慧,1000,1
449156429152075,麻吉理財顧問公司,黃詩凭,975,1
1423830381084156,中華民國財政部,中華民國財政部,967,1
167913323845559,FNG世代設計｜為了下一代而設計,These ads ran without a disclaimer,940,4
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,934,3
189061482332,張嘉郡,嘉郡張,868,2
105692292105892,黃士修,Shih-Hsiu Huang,867,6
170417986326226,微笑台灣319鄉+,微笑台灣319鄉+,829,2
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,823,4
390569611008641,願景工程基金會 Vision Project,願景工程基金會,815,26
1680942122167263,Schneider Electric,品瑄 黃,786,4
1649151078446134,卓冠廷,冠廷卓,755,16
105323774535542,森shen活日記,These ads ran without a disclaimer,718,1
100269158455411,Wh偉鴻金融貸款中心,傢宇 吳,718,1
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,693,7
436843193180529,Unipapa,Unipapa,662,12
791870507594526,利樂創新界,利樂創新界,652,5
850754301947812,鏡新聞,鏡新聞,600,1
175549807657,台達基金會,台達基金會,598,2
814142741942881,陳若翠-微笑加油讚,郁琪廖,593,3
110281231630482,Earth Helper 減碳永續行動,Earth Helper 減碳永續行動,590,1
1629474157289221,小牛頓,小牛頓科學教育有限公司,585,7
327941870899267,元智大學 i Life,元智大學 i Life,568,2
132727540081371,立法委員賴惠員,立法委員賴惠員,549,1
117437684611270,桃園有議事・民進黨議會黨團,民主進步黨桃園市議會黨團,549,1
307448579410362,感染誌 Hivstory,感染誌 Hivstory,545,1
1837393259853915,正直敢言-林祈烽,柏德 林,544,1
102943834507641,立法委員 陳椒華,時代力量立委陳椒華,531,1
102475659251313,蘇婉真,蘇婉真,509,5
148513668543221,地球公民基金會,地球公民基金會,507,6
101629185999930,永安理財專員-花花,永安理財專員-花花,495,1
195890640463420,台灣永續能源研究基金會 Taiwan Institute for Sustainable Energy (TAISE),台灣永續能源研究基金會 Taiwan Institute for Sustainable Energy (TAISE),492,1
104193848228778,PointLife點生活,PointLife點生活,490,1
108696572024879,民視佮你講（Bîn-sī kah lí kóng）,民視新聞,485,4
794188814045662,新業建設 Hsinyeh,新業建設股份有限公司,483,1
188358792124,聯經出版,聯經出版,482,4
191690867518507,江啟臣,江啟臣,479,1
285691048228640,新北市議員 劉哲彰,怡文 王,471,1
791039751042770,好民文化行動,好民文化行動,469,4
195094157238158,好立委 楊瓊瓔,宛儀林,468,3
743100072477291,台中市議員何文海,文海 何,446,2
1466476516978500,花現彰化-彰化縣政府新聞處,佳欣 蔡,429,1
101718182459153,天秤座戰士,Companionship Digital,405,3
547129002067069,杜文中,杜文中,369,1
101662265434180,消防安全有法可管,消防安全有法可管,369,11
2290806454495023,Mangodan芒菓丹,澤嵐 林,368,1
112022294684422,選賢與能－徐尚賢,徐尚賢,359,2
111334712256714,勇媽阿惠 - 黃敏惠,勇媽阿惠 - 黃敏惠,355,2
1547614165384988,QuickseeK快析輿情資料庫,QuickseeK快析輿情資料庫,350,6
108465872157182,亞細亞精準數據,亞細亞精準數據,331,1
706267162753971,陳明達,明達陳,316,1
104697104882554,Tpoc台灣議題研究中心,TPOC台灣議題研究中心,314,5
105332631188088,HYD 品宅趣,These ads ran without a disclaimer,311,2
101576862144790,工程師看政治,玄超 黃,299,3
290769701616159,2020國際海報徵選,2020國際海報徵選,297,1
226660410787355,民視體育新聞,民視新聞,292,5
888230767933636,林德福,德福 林,291,1
103141681121150,城市學,遠見雜誌,291,1
239512030682497,第一手星聞,民視新聞,290,3
679518422104905,民視全球新聞,民視新聞,289,2
186040511466669,羅明才,羅明才,288,2
1494980514073617,故事 StoryStudio,故事：寫給所有人的歷史,276,1
1385225591717634,何權峰 高雄市議員,何權峰 高雄市議員,270,2
103469901828540,挖貝 WaBay,挖貝 WaBay,269,3
237483602952352,黃適卓,適卓 黃,264,3
784013591704650,彰化市公所,彰化市公所,251,1
1503745219913314,"孫大千Sun, Ta-Chien","孫大千Sun, Ta-Chien",246,2
354149841356884,哈本咖啡 Happen Coffee,林奕丞,236,9
101167718281657,徐勝凌,勝凌徐,228,1
113761234998842,温宗諭,博盛侯,223,1
469433823136537,CSRone永續觀點,CSRone永續觀點,217,1
276861822357066,高金素梅(吉娃斯．阿麗),智葟 陳,214,2
106118168971467,債務人權益協會 扣薪 協商 更生 清算,傢宇 吳,201,1
848545415232839,新北i環保,These ads ran without a disclaimer,198,2
107162861090654,法律協會-前置協商  更生 清算  免費諮詢,Yaya Lin,198,1
129452013855801,RITE,RITE,197,1
103993244913942,Milly & Sissy 台灣,Stephanie Hsu,195,2
109946254161907,Tommy 獨立理財顧問,詠程 許,190,1
598218730636680,彰化邱建富,邱建富,187,2
211551409043883,Innergie,Innergie,186,2
175547086475118,小港宏武跆拳道館,于雋 陳,185,1
2007669522817003,達摩跆拳道館-楠梓右昌館,于雋 陳,184,1
108096904126871,數位女力聯盟WIDI,凱強 張,183,1
1452376615040708,遠雄集團,遠雄集團,176,2
201107280815936,潔淨學-不咬手潔淨體貼,永勝 許,170,3
602353113208382,台灣法學基金會,財團法人台灣法學基金會,169,1
164483516927300,張景嵐,張景嵐,167,1
1398002093793689,BNI 高屏區,BNI 高屏區,160,3
105957556179860,遠雄人壽Hold生活,遠雄人壽Hold生活,155,2
105490091427483,新北市青年公共事務協會,蕭任佑,153,1
110699089014688,三立新聞,三立新聞,147,2
165533803086,魏嘉賢,魏嘉賢,146,1
113407758690951,台灣動物社會研究會,台灣動物社會研究會,143,1
106884252092730,恆好玩｜永續行動平台,恆好玩｜永續行動平台,143,6
1501887220103594,台灣女人連線．台灣女人健康網,怡顯劉,142,1
165556060218044,CUHK EMBA,These ads ran without a disclaimer,140,3
224684127635442,學習家小羊,These ads ran without a disclaimer,134,2
392592434640995,社團法人花蓮國際青年商會 JCI Hualien,These ads ran without a disclaimer,129,1
997683843637673,蔡培慧 慧做事真實在,蔡培慧 慧做事真實在,128,1
796994720374176,鳴人堂,鳴人堂,126,1
190684970959969,宜蘭綠色博覽會,堃廉崔,119,2
108803285304242,秀秀律師－秀策法律急先鋒,士閎沈,118,1
105742975534267,吳明宜,吳明宜,113,5
1799434356968876,醫師立委邱泰源,泰源 邱,105,1
120901238019568,軍事家  全球防衛雜誌 Defence International,These ads ran without a disclaimer,104,1
593374924100942,經濟民主連合,社團法人經濟民主連合,103,1
112570843421623,社團法人台灣你不是一個人實踐協會,柏岑 葉,102,1
