Location name,Amount spent (NZD)
Auckland Region,4804
Bay of Plenty Region,823
Canterbury,1551
Cook Islands,≤100
Gisborne District,126
Hawke's Bay,409
Manawatu-Wanganui,760
Marlborough Region,124
Nelson Province,173
Northland Region,491
Otago,641
Southland,255
Taranaki,463
Tasman District,115
Unknown,≤100
Waikato,1120
Wellington Region,1326
West Coast,≤100
