Location name,Amount spent (JPY)
Aichi Prefecture,15533
Akita Prefecture,1547
Aomori Prefecture,1699
Chiba Prefecture,10599
Ehime Prefecture,2440
Fukui Prefecture,1828
Fukuoka Prefecture,33879
Fukushima Prefecture,2660
Gifu Prefecture,3652
Gunma Prefecture,3113
Hiroshima Prefecture,5145
Hokkaido,9918
Hyōgo Prefecture,11664
Ibaraki Prefecture,6503
Ishikawa Prefecture,2336
Iwate Prefecture,1625
Kagawa Prefecture,2549
Kagoshima Prefecture,2750
Kanagawa Prefecture,27475
Kumamoto Prefecture,5249
Kyoto Prefecture,6506
Kōchi Prefecture,1239
Mie Prefecture,3578
Miyagi Prefecture,8610
Miyazaki Prefecture,2208
Nagano Prefecture,4131
Nagasaki Prefecture,4322
Nara Prefecture,2916
Niigata Prefecture,3378
Okayama Prefecture,3485
Okinawa Prefecture,4942
Osaka Prefecture,22276
Saga Prefecture,2905
Saitama Prefecture,12140
Shiga Prefecture,3199
Shimane Prefecture,1190
Shizuoka Prefecture,6855
Tochigi Prefecture,3149
Tokushima Prefecture,1510
Tokyo,145628
Tottori Prefecture,957
Toyama Prefecture,1791
Unknown,≤100
Wakayama Prefecture,1994
Yamagata Prefecture,1559
Yamaguchi Prefecture,2472
Yamanashi Prefecture,1519
Ōita Prefecture,3498
