Location name,Amount spent (VND)
An Giang Province,22341
Bà Rịa–Vũng Tàu Province,27242
Bình Dương Province,44305
Bình Phước Province,83123
Bình Thuận Province,33349
Bình Định Province,29385
Bạc Liêu Province,6711
Bắc Giang Province,49364
Bắc Kạn Province,2843
Bắc Ninh Province,36354
Bến Tre Province,15441
Cao Bằng Province,85006
Cà Mau Province,22980
Cần Thơ,99039
Da Nang,20977
Gia Lai Province,44690
Haiphong,89089
Ho Chi Minh City,1080219
Hà Giang Province,10095
Hà Nam Province,14315
Hà Tĩnh Province,36011
Hòa Bình Province,13683
Hưng Yên Province,25383
Hải Dương Province,62142
Hậu Giang Province,10656
Khánh Hòa Province,18820
Kiên Giang Province,22902
Kon Tum Province,9428
Lai Châu Province,939
Long An Province,24524
Lào Cai Province,4277
Lâm Đồng Province,19330
Lạng Sơn Province,11189
Nam Định Province,44162
Nghệ An Province,71057
Ninh Bình Province,13954
Ninh Thuận Province,9276
Phú Thọ Province,32111
Phú Yên Province,11938
Quảng Bình Province,19274
Quảng Nam Province,20719
Quảng Ngãi Province,25551
Quảng Ninh Province,27403
Quảng Trị Province,20551
Sóc Trăng Province,9768
Sơn La Province,43746
Thanh Hóa Province,52295
Thái Bình Province,32980
Thái Nguyên Province,24831
Thừa Thiên–Huế Province,36387
Tiền Giang Province,30400
Trà Vinh Province,9924
Tuyên Quang Province,18957
Tây Ninh Province,13371
Vĩnh Long Province,15547
Vĩnh Phúc Province,19527
Yên Bái Province,34760
Điện Biên Province,14398
Đắk Lắk Province,41488
Đắk Nông Province,8101
Đồng Nai Province,65211
Đồng Tháp Province,11251
