Page ID,Page name,Disclaimer,Amount spent (XCD),Number of ads in Library
106614631788380,Kitco Mining,These ads ran without a disclaimer,≤100,3
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
174806462881204,Medical News,These ads ran without a disclaimer,≤100,1
128985777176957,Church Life Journal,These ads ran without a disclaimer,≤100,1
