Location name,Amount spent (BRL)
Acre (state),286
Alagoas,1366
Amapá,443
Amazonas,3299
Bahia,5767
Ceará,5225
Espírito Santo,1492
Federal District,1749
Goiás,2902
Maranhão,2006
Mato Grosso,2316
Mato Grosso do Sul,1480
Minas Gerais,13693
Paraná,6395
Paraíba,1711
Pará,3067
Pernambuco,4799
Piauí,1223
Rio Grande do Norte,1486
Rio Grande do Sul,6775
Rio de Janeiro (state),11548
Rondônia,711
Roraima,310
Santa Catarina,4537
Sergipe,2208
São Paulo (state),34382
Tocantins,593
Unknown,≤100
