Location name,Amount spent (USD)
Guéra Region,≤100
Logone Occidental Region,≤100
Logone Oriental Region,≤100
Mandoul Region,≤100
Mayo-Kebbi Est Region,≤100
Moyen-Chari Region,≤100
N'Djamena,≤100
Ouaddaï Region,≤100
Wadi Fira Region,≤100
