Location name,Amount spent (PKR)
Azad Kashmir,3046
Balochistan,5822
Federally Administered Tribal Areas,1032
Gilgit-Baltistan,1696
Islamabad Capital Territory,6225
Khyber Pakhtunkhwa,30771
Punjab,90243
Sindh,40962
Unknown,≤100
