Location name,Amount spent (VND)
An Giang Province,14643
Bà Rịa–Vũng Tàu Province,25165
Bình Dương Province,124936
Bình Phước Province,11720
Bình Thuận Province,7490
Bình Định Province,14657
Bạc Liêu Province,4210
Bắc Giang Province,21373
Bắc Kạn Province,912
Bắc Ninh Province,19149
Bến Tre Province,5834
Cao Bằng Province,86586
Cà Mau Province,4745
Cần Thơ,10532
Da Nang,15652
Gia Lai Province,35152
Haiphong,20082
Ho Chi Minh City,2363164
Hà Giang Province,1719
Hà Nam Province,11603
Hà Tĩnh Province,20417
Hòa Bình Province,18476
Hưng Yên Province,17979
Hải Dương Province,29187
Hậu Giang Province,2567
Khánh Hòa Province,12855
Kiên Giang Province,13137
Kon Tum Province,5257
Lai Châu Province,1158
Long An Province,11541
Lào Cai Province,2167
Lâm Đồng Province,22469
Lạng Sơn Province,5777
Nam Định Province,25741
Nghệ An Province,40927
Ninh Bình Province,12468
Ninh Thuận Province,12904
Phú Thọ Province,19030
Phú Yên Province,9221
Quảng Bình Province,11066
Quảng Nam Province,19895
Quảng Ngãi Province,8621
Quảng Ninh Province,14031
Quảng Trị Province,9668
Sóc Trăng Province,6109
Sơn La Province,4182
Thanh Hóa Province,58924
Thái Bình Province,13204
Thái Nguyên Province,27522
Thừa Thiên–Huế Province,11319
Tiền Giang Province,7213
Trà Vinh Province,3648
Tuyên Quang Province,7809
Tây Ninh Province,7395
Vĩnh Long Province,10151
Vĩnh Phúc Province,25053
Yên Bái Province,6836
Điện Biên Province,3671
Đắk Lắk Province,17800
Đắk Nông Province,4714
Đồng Nai Province,70441
Đồng Tháp Province,5785
