Location name,Amount spent (ARS)
Buenos Aires,702490
Catamarca,47123
Chaco,57102
Chubut,66343
Ciudad Autónoma de Buenos Aires,151175
Corrientes,28395
Córdoba,1242267
Entre Rios,39933
Formosa,18030
Jujuy,68005
La Pampa,59075
La Rioja,14182
Mendoza,24336
Misiones,23542
Neuquén,42211
Río Negro,24346
Salta,104707
San Juan,54657
San Luis,44178
Santa Cruz,4827
Santa Fe,278243
Santiago del Estero,15523
Tierra del Fuego,115173
Tucuman,49971
Unknown,≤100
