Location name,Amount spent (MYR)
Johor,333
Kedah,1436
Kelantan,162
Kuala Lumpur,377
Labuan,≤100
Malacca,138
Negeri Sembilan,230
Pahang,2113
Penang,375
Perak,264
Perlis,≤100
Putrajaya,≤100
Sabah,278
Sarawak,205
Selangor,795
Terengganu,167
Unknown,≤100
