Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
105311899249332,CorruptionNath - करप्शननाथ,corruptionnath.com,82119,125
117766321322298,MP ke Mann Mein Modi,mpkemannmeinmodi.com,44001,92
109545244848137,Crafto,Kutumb App,43469,20
568928239883450,The Times Of A Better India,The Times Of A Better India,38719,9
109937650579639,discovery+,discovery+,36756,23
1434753153489234,"DIPR, Department of Information & Public Relations, Rajasthan",DIPR,32091,3
987515101347598,"EGS Department, Maharashtra","EGS Department, Maharashtra",20772,54
105515435289387,Kaka Abhi Zinda Hai,Kaka Abhi Zinda Hai,19890,14
103036987747307,Congress Sarkar Bharosa Barkarar,Congress Sarkar Bharosa Barkarar,18479,4
278423842321236,BJP Rajasthan,Bharatiya Janata Party (BJP),17539,40
104211439033799,Jagane Kavali,Jagane Kavali,16096,16
101450529671208,Saalu Dora Selavu Dora,selavudora.com,14114,129
330760810293224,HelpAge India,HelpAge India,13817,18
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,13461,13
21169267101,Give,Give,12950,49
123405501008524,Mercedes-Benz India,Mercedes-Benz India,12349,4
112058781694921,Fiigs India,Lebhaari,12197,12
132689140088396,smilefoundation,smilefoundation,12089,18
108080828884036,Gehlot Phir Se,DesignBoxed,10875,2
797927846899300,Flag Foundation of India,Flag Foundation of India,10025,13
439063049462765,Kanimozhi Karunanidhi,Kanimozhi Karunanidhi,9920,2
245708465537707,Bhupesh Baghel,Bhupesh Baghel,9712,3
107594063255738,Ankur Warikoo,These ads ran without a disclaimer,9696,12
309587409080562,YSR Congress  Party - YSRCP,Jagane Kavali,9545,4
479998865355592,Aditya Birla Group,Aditya Birla Group,9284,4
1293402667423924,Bhupesh Hai To Bharosa Hai,Bhupesh Hai To Bharosa Hai,9091,13
122113970879506,Nahi Sahega Rajasthan - नहीं सहेगा राजस्थान,Bharatiya Janata Party,9089,62
1394734617448489,Radhakrishna Vikhe Patil,Radhakrishna Vikhe Patil,8562,2
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,7878,33
114233898263244,Indian Compass Videos,theindiancompass.com,7631,132
1401117106783618,Bjp Chhattisgarh,Bharatiya Janata Party,7115,34
270666596375251,Jhatkaa.org,Jhatkaa.org,7078,21
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,6374,16
111527528465749,Rao Prem Singh,Rao Prem Singh,6204,6
103782051383159,School of Politics,School of Politics,6076,18
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,5690,14
111812031931431,Jan Samman Jai Rajasthan,Jan Samman Jai Rajasthan,5441,5
180027735836501,Arekapudi Gandhi,Arekapudi Gandhi,5164,3
165714096933078,Piyush Goyal,Piyush Goyal,4979,2
100341472149543,Naveen Goyal,Naveen Goyal,4976,25
703726259672921,BJP Telangana,Bharatiya Janata Party (BJP),4941,39
116822768068808,The Big Bench,Futuready Media Pvt Ltd,4780,24
402723946481290,Indian National Congress - Chhattisgarh,Indian National Congress - Chhattisgarh,4779,3
317463093373,The Akshaya Patra Foundation,These ads ran without a disclaimer,4770,1
421179061356837,Eknath Shinde - एकनाथ संभाजी शिंदे,Eknath Shinde - एकनाथ संभाजी शिंदे,4458,5
347337386104390,Ramachandra Yadav,Ramachandra Yadav,4262,4
221256415973730,Ankuram IVF,Ankuram IVF,4237,7
105856108971005,Shiv Rajya,Shiv Rajya,4195,8
133493680681261,Borra Gnaneshwer Mudhiraj,Borra Gnaneshwer Mudhiraj,4154,21
122129014213731,Badude Badudu,Badude Badudu,4108,1
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,4107,2
349222085840969,Youth in Politics,Indian Political Action Committee,4073,15
101781849557465,Mahaveer Katariya,Mahaveer Katariya,3994,15
115369948216654,शासन आपल्या दारी - Shasan Aaplya Dari,Inuxu Digital Media Technologies Private Limited,3974,3
123297034088243,Bhag Bhajpa Ke,Bhag Bhajpa Ke,3879,8
1978240835728263,Virendra Sharma Hawamahal,Virendra Sharma Hawamahal,3740,6
142752549111246,Construction World,Asapp Info Global Services Pvt. Ltd.,3535,4
107334185444129,Charitism Global,Charitism Global,3527,1
108992338707380,Ankur Warikoo Courses,These ads ran without a disclaimer,3506,5
115738097780657,लाडके मुख्यमंत्री- एकनाथ शिंदे,लाडके मुख्यमंत्री- एकनाथ शिंदे,3468,4
107741632212792,Bye Bye BJP,Bye Bye BJP,3371,6
137963719586035,AXOR,These ads ran without a disclaimer,3225,1
147699975283367,Ranajagjitsinha Patil,Trimurti Techserv Pvt. Ltd.,3159,4
107045342050995,Kesineni Sivanath,Kesineni Sivanath,3159,1
111977625283670,Yiwei_FR,These ads ran without a disclaimer,3118,1
153891144797146,Uttam Kumar Reddy,Uttam Kumar Reddy,3107,4
1614689125343644,SILAII,SILAII,3102,8
106192635071349,PLPB,PLPB,3082,13
355739144465220,BJP Madhya Pradesh,Bharatiya Janata Party (BJP),2877,82
248431212597208,MP बोले फिर भाजपा,MP बोले फिर भाजपा,2757,12
107414168269023,Telangana Atma Gouravam,Telangana Atma Gouravam,2724,14
160698524545308,Marriott Bonvoy,These ads ran without a disclaimer,2707,1
105815225595031,मोदी साथे राजस्थान,मोदी साथे राजस्थान,2704,7
384000501947350,Devendra Yadav,Think First,2541,8
311725339195090,Murli Morwal,Murli Morwal,2509,19
1566460620094926,Start Up Rajasthan,BRAND BALANCE PVT LTD,2495,28
316365575140365,Rozana Spokesman,Rozana Spokesman,2479,7
102715296085726,Neta Ji,Awesomebyte,2470,4
167118396824153,Akshay Kanti Bam,Akshay Kanti Bam,2469,5
107721289005515,धामी का विकल्प रहित संकल्प,धामी का विकल्प रहित संकल्प,2458,4
155418314920954,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,2409,5
296002831234834,Swapnil Kothari,Swapnil Kothari,2398,3
131008353232245,महाराष्ट्राचा विश्वास - एकनाथ,Shinde Sahab Fans,2393,3
449378495112356,Swades Foundation,Swades Foundation,2357,7
109213711234020,मी एकनाथ समर्थक,Shinde Sahab Fans,2298,3
101713962007976,Amrit Mahotsav,Amrit Mahotsav,2231,7
805526169610318,Shubhashray Housing India,shubhashray housing india,2224,7
102584546049699,Kamal Nahi Kamalnath,Kamal Nahi Kamalnath,2169,6
105227744394264,Sadhana News U.P,Sadhana News U.P,2162,3
535293583268635,Kailash Choudhary,Kailash Choudhary,2132,1
592160907509900,Diya Kumari,Diya Kumari,2110,1
2238940452991193,Adv. Santosh Pandey,Adv. Santosh Pandey,2108,7
678876002499539,Mohd Shamim Khan,MEGA TRENDS ADVERTISING LTD,2102,4
1742889082665547,BJP Mizoram,Bharatiya Janata Party,2077,9
1384169104959232,Sardarbhai Chaudhari - BJP,Sardarbhai Chaudhari - BJP,2070,4
109470364774303,Ellorum Nammudan,Ellorum Nammudan,2059,16
1331545046906640,Gottumukkala Venkateswar Rao,Gottumukkala Venkateswar Rao,2056,6
108122750692155,Dhanpal Suryanarayana,Dhanpal Suryanarayana,2056,1
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,2039,8
100735178208398,Udyami India,Samadhan Samiti,2039,2
33497111948,Child Rights and You,Child Rights and You,2019,4
694910440580332,Renu Bisht,Renu Bisht,2016,1
103715024585010,Aman Bisht,Aman Bisht,2007,1
112751670430195,CN Ramamurthy,CN Ramamurthy,2000,1
107011868950890,মোদীৰ সৈতে অসম,মোদীৰ সৈতে অসম,1961,35
108102345201383,Pappu Gappu - पप्पू गप्पू,Pappu Gappu - पप्पू गप्पू,1958,8
242854309081857,Hanuman Beniwal,Hanuman Beniwal,1915,1
160271429148070,Vikram Goud,Vikram Goud,1890,5
