Location name,Amount spent (EUR)
Andalusia,2383
Aragón,342
Balearic Islands,342
Cantabria,138
Castilla y Leon,404
Castilla-La Mancha,417
Cataluña,2375
Comunidad Valenciana,1412
Comunidad de Madrid,1692
Extremadura,598
Galicia,536
Islas Canarias,807
La Rioja,≤100
Navarra,201
País Vasco,415
Principality of Asturias,246
Region of Murcia,326
Unknown,≤100
