Location name,Amount spent (MYR)
Johor,204
Kedah,155
Kelantan,≤100
Kuala Lumpur,329
Labuan,≤100
Malacca,≤100
Negeri Sembilan,≤100
Pahang,220
Penang,115
Perak,193
Perlis,≤100
Putrajaya,≤100
Sabah,180
Sarawak,242
Selangor,634
Terengganu,≤100
Unknown,≤100
