Location name,Amount spent (CLP)
Antofagasta Region,190860
Araucanía Region,333881
Arica y Parinacota Region,82269
Atacama Region,85760
Aysén Region,35766
Bío Bío Region,689248
Coquimbo Region,233428
Los Lagos Region,268370
Los Ríos Region,120886
Magallanes y la Antártica Chilena Region,56632
Maule Region,367514
O'Higgins Region,271491
Santiago Metropolitan Region,3358697
Tarapacá Region,80795
Unknown,2615
Valparaíso Region,616016
