Location name,Amount spent (VND)
An Giang Province,13254
Bà Rịa–Vũng Tàu Province,35357
Bình Dương Province,33213
Bình Phước Province,10508
Bình Thuận Province,11723
Bình Định Province,11664
Bạc Liêu Province,5981
Bắc Giang Province,53332
Bắc Kạn Province,5246
Bắc Ninh Province,41822
Bến Tre Province,4027
Cao Bằng Province,15490
Cà Mau Province,24245
Cần Thơ,9722
Da Nang,33017
Gia Lai Province,15209
Haiphong,84010
Ho Chi Minh City,237852
Hà Giang Province,9744
Hà Nam Province,3645
Hà Tĩnh Province,24979
Hòa Bình Province,17202
Hưng Yên Province,15746
Hải Dương Province,21919
Hậu Giang Province,1737
Khánh Hòa Province,7509
Kiên Giang Province,27543
Kon Tum Province,15897
Lai Châu Province,6089
Long An Province,18460
Lào Cai Province,13644
Lâm Đồng Province,17658
Lạng Sơn Province,17602
Nam Định Province,16952
Nghệ An Province,99610
Ninh Bình Province,19100
Ninh Thuận Province,2000
Phú Thọ Province,23493
Phú Yên Province,15222
Quảng Bình Province,11710
Quảng Nam Province,12084
Quảng Ngãi Province,5508
Quảng Ninh Province,46051
Quảng Trị Province,7223
Sóc Trăng Province,5481
Sơn La Province,14399
Thanh Hóa Province,81211
Thái Bình Province,17393
Thái Nguyên Province,47489
Thừa Thiên–Huế Province,8334
Tiền Giang Province,19379
Trà Vinh Province,6699
Tuyên Quang Province,13184
Tây Ninh Province,8374
Vĩnh Long Province,6544
Vĩnh Phúc Province,15092
Yên Bái Province,12589
Điện Biên Province,7877
Đắk Lắk Province,28669
Đắk Nông Province,9750
Đồng Nai Province,60506
Đồng Tháp Province,10155
