Location name,Amount spent (BRL)
Acre (state),1442
Alagoas,4653
Amapá,847
Amazonas,6166
Bahia,13953
Ceará,13263
Espírito Santo,6102
Federal District,6198
Goiás,10611
Maranhão,7668
Mato Grosso,6497
Mato Grosso do Sul,4934
Minas Gerais,29894
Paraná,16894
Paraíba,4849
Pará,9652
Pernambuco,14527
Piauí,3041
Rio Grande do Norte,4792
Rio Grande do Sul,22656
Rio de Janeiro (state),26892
Rondônia,2728
Roraima,929
Santa Catarina,17915
Sergipe,2388
São Paulo (state),104920
Tocantins,1916
Unknown,≤100
