Location name,Amount spent (CHF)
Aargau,212
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,109
Basel-Landschaft,≤100
Bern,439
Canton of Geneva,620
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,127
Fribourg,149
Graubünden,≤100
Jura,≤100
Luzern,106
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,≤100
Uri,≤100
Valais,162
Vaud,425
Zug,≤100
Zürich,1767
