Location name,Amount spent (NZD)
Auckland Region,3116
Bay of Plenty Region,744
Canterbury,1532
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,339
Manawatu-Wanganui,573
Marlborough Region,≤100
Nelson Province,146
Northland Region,445
Otago,470
Southland,209
Taranaki,227
Tasman District,≤100
Unknown,≤100
Waikato,861
Wellington Region,1249
West Coast,≤100
