Location name,Amount spent (NZD)
Auckland Region,4498
Bay of Plenty Region,861
Canterbury,1863
Cook Islands,≤100
Gisborne District,158
Hawke's Bay,567
Manawatu-Wanganui,804
Marlborough Region,116
Nelson Province,166
Northland Region,461
Otago,727
Southland,334
Taranaki,361
Tasman District,≤100
Unknown,≤100
Waikato,1503
Wellington Region,1190
West Coast,≤100
