Location name,Amount spent (MYR)
Johor,712
Kedah,427
Kelantan,309
Kuala Lumpur,1082
Labuan,≤100
Malacca,224
Negeri Sembilan,304
Pahang,800
Penang,358
Perak,477
Perlis,≤100
Putrajaya,≤100
Sabah,435
Sarawak,472
Selangor,1978
Terengganu,424
Unknown,≤100
