Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,4127,1
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,2606,8
219256864871723,Lea Fadida לאה פדידה,Lea Fadida לאה פדידה,2186,15
121022057648728,"עו""ד דורון ברזילי - לראשות לשכת עורכי הדין",דורון ברזילי,1919,28
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1725,9
2241550506131359,שמואל בוקסר,שמואל בוקסר,1586,10
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,1585,14
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,1423,4
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,1218,2
107217383988190,מגזין אפוק,Epoch Magazine,1127,16
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,1065,10
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,1002,6
178433145502975,Avigdor Liberman - אביגדור ליברמן,Avigdor Liberman - אביגדור ליברמן,761,12
106021541456343,קארן טל - Karen Tal,קארן טל - Karen Tal,747,2
141721971504,Histadrut - ההסתדרות החדשה,Ricki Bar,737,6
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",678,28
193264714026809,אמונה - תנועת האישה הדתית לאומית,אמונה - תנועת האישה הדתית לאומית,650,10
117177111377152,Шломи Лахьяни,שלומי לחיאני,626,3
190032861033009,השומר החדש,השומר החדש,595,1
194200557275526,לשכת העיתונות הממשלתית,לשכת העיתונות הממשלתית,584,1
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,551,8
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,548,40
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,533,7
109523830757998,דמוקרטtv,דרכנו,531,4
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,526,36
204780362875106,מקור ראשון,מקור ראשון,496,76
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,493,8
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,489,17
107476928307805,אשדודי - יש לנו חדשות בשבילך,אשדודי - יש לנו חדשות בשבילך,465,1
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",436,16
542570405790244,יהודה מורדי - Yehuda Moradi,מורדי יהודה,419,1
1372218169585611,"איתי מתיתיהו - סגן ראש עיריית ראשון לציון, מחזיק תיק הצעירים והנוער",Itay Matityahu,415,3
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,407,4
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,406,2
114693813994160,Ruby Capital,Ruby Capital,405,2
377161539406940,רפי סער,רפי סער,380,2
2249582785307318,"עו""ד עמית בכר, ראש לשכת עורכי הדין","עו""ד עמית בכר, ראש לשכת עורכי הדין",373,3
153991671307861,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,366,15
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,364,17
604890186681585,מור ויצמן,Mor Weitzman,360,1
103851895179872,אמהות לביאות,Nataly Milner,353,2
168898066479983,עיריית עכו,עיריית עכו,346,3
251119721945461,אופיר סופר - Ofir Sofer,אופיר סופר - Ofir Sofer,338,2
110897178941008,מרכז אדוה,מרכז אדוה,324,8
361464970647064,זהר בלום,זהר בלום,303,1
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,302,4
120240631007633,הילה לנקרי-מיוסט,הילה לנקרי-מיוסט,301,4
1828669360700280,דרך שירה בנקי - shira banki's way,Shira Banki's Way - דרך שירה בנקי,297,9
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,292,5
790149967713981,דרכנו,דרכנו,290,5
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,290,6
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,286,6
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,274,2
370270343005611,ישראל ביתנו,Avigdor Liberman - אביגדור ליברמן,267,4
110917020553426,Ari Shavit - ארי שביט,Ari Shavit - ארי שביט,252,24
240626859400146,Gilad Kariv - גלעד קריב,Gilad Kariv - גלעד קריב,249,5
163213311020271,רונן סלטון לראשות המועצה,Ilan Yehezkel,246,3
698427173532872,חופות - מבית השגחה פרטית,חופות,242,4
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,237,1
1510157982620509,הלן גלבר - Helen Gelber,הלן גלבר - Helen Gelber,236,2
534335679927121,מועצה אזורית עמק חפר,מועצה אזורית עמק חפר,234,3
421210797920379,מועצה אזורית בנימין,מועצה אזורית בנימין,227,2
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,225,2
103476062195166,Матан Диль,מתן דיל,222,1
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,217,5
401082636658821,איגוד ערים לאיכות הסביבה שרון - כרמל,איגוד ערים שרון כרמל,217,2
103105742291121,ארנון בר-דוד  יו״ר ההסתדרות הכללית החדשה,עוגנים,216,1
103085619445870,ניר ברכיה משרד עורכי דין,Michael Michel Levi,214,2
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,213,1
100978407934166,תנועה ישראלית,Israeli Movement,209,15
1921160331531297,Act. تغيير اعلامي,סיכוי אופוק - سيكوي أفق,206,3
295041184911,עמל- הרב תחומי,Amalnet,205,1
219091481560790,מרים פיירברג - איכר,נתניה אחת,205,2
512355185513534,ראש העיר מיכאל וידל,מיכאל וידל - הדף הרשמי,200,3
116311335054069,My Israel | ישראל שלי,My Israel | ישראל שלי,199,2
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,197,12
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,197,4
113469085034295,בחירות 360 - ניהול קמפיינים לבחירות,בחירות 360 - ניהול קמפיינים לבחירות,197,3
105907482438233,שלומית שיחור רייכמן לראשות מ.א. עמק יזרעאל,שלומית שיחור רייכמן,193,2
321795461283120,גנאדי בורשבסקי,גנאדי בורשבסקי,187,3
979469898759509,יוסי חביליו - Yosi Havilio,יוסי חביליו - Yosi Havilio,187,4
108099935457173,עו״ד ארז צ׳צ׳קס לראשות ועד מחוז ירושלים,Erez Chachkes,187,5
108003595625725,"עו""ד תומר בכר לראשות מחוז תל אביב בלשכת עורכי הדין",Tomer Bechar,186,31
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,186,2
111707201911192,"עו""ד אדיר צבי - Adir Zvi Adv",Adir Zvi,186,5
108979322204008,יוסי דגן - yosi dagan,יוסי דגן,184,1
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,183,17
493870400705407,"ד""ר אלי לחמני","ד""ר אלי לחמני",183,1
100900832922166,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,Michal Even,178,3
147748795257795,אחריי,אחריי,176,5
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,176,4
105882494651944,יניב חנו - Yaniv Chano,יניב חנו,175,1
160178307760913,מחזקים,מחזקים,174,5
931632193671798,נתניה חופשית  - אפרים בולמש,נתניה חופשית  - אפרים בולמש,165,2
546024288762312,"ד""ר יחיאל לסרי","ד""ר יחיאל לסרי",165,2
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",165,6
105696862520128,עדי נאמן לראשות באר טוביה,עדי נאמן,164,1
111254753856427,עבד עודה משרד עורכי דין,Yifat Hazan,162,1
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",161,4
104222621115858,הביטחוניסטים,הביטחוניסטים,161,8
533100153535400,الهستدروت الجديدة,الهستدروت الجديدة,160,1
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",160,6
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",158,2
108760035823125,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,158,3
166161510917460,קובי אביבי ראש המועצה האזורית באר טוביה,קובי אביבי ראש המועצה האזורית באר טוביה,154,2
100976279564771,יהורם מרציאנו לראשות עיריית לוד,יהורם מרציאנו לראשות עיריית לוד,153,1
106895605678077,מחאת המילואימניקים,מילואימניקים,149,13
102875512730840,רון קוגמן - Ron Kogman,Ron Kogman,148,2
548104018590078,נועם ששון - Noam Sasson,Noam Sasson,143,5
2024383551205478,אלדד בר כוכבא,אלדד בר כוכבא,142,2
1259719310739231,נשיאות המגזר העסקי,נשיאות המגזר העסקי,142,1
137449656335533,Amnesty International Israel,Amnesty International Israel,140,8
100663859328863,עופרי סיידה,עופרי סיידה,138,1
126073733720950,Шанс на Жизнь,צ'אנס לחיים,137,2
239923809487038,צעירי יש עתיד,מפלגת יש עתיד,133,1
507647555954176,Boaz Toporovsky - בועז טופורובסקי,yesh atid,131,1
558702227875758,רוני רימון,רוני רימון,131,1
108657635324816,מרכז מנור - Manor Center,יוזמת המאה,130,1
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,129,1
114889288265006,رياض حصري مرشح لرئاسة بلدية شفاعمرو,Riad Hosari,129,2
147314178787332,אלי יריב - Eli Yariv,אלי יריב,128,3
108787681841168,רישיון נשק בקליק,Michael Michel Levi,127,1
154698021323966,יוזמות אברהם  مبادرات  ابراهيم,יוזמות אברהם مبادرات ابراهيم,127,1
119823604371240,גיל לין. הר ועמק מתעוררים,גיל לין - הר ועמק מתעוררים,124,6
221429664638160,קדמה,קדמה,124,4
171506896314198,מיטל להבי - Meital Lehavi,מיטל להבי - Meital Lehavi,124,6
1822651321364643,121 - מנוע לשינוי חברתי,121 - מנוע לשינוי חברתי,122,6
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,121,1
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,121,1
311316755621457,יוצאים לשינוי,Out for Change - יוצאים לשינוי,120,4
103546549403297,ניהול משברים,Ben Horin Alexandrovitz,118,3
112518865169237,"לשכה אחרת, לכולם - בראשות עו""ד גיא סרוסי","עו""ד גיא סרוסי",118,4
191738340912361,Taub Center - מרכז טאוב,מרכז טאוב לחקר המדיניות החברתית בישראל,117,3
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,115,6
319459201991688,קדם - האיגוד לקידום קהילות דיור למבוגרים בישראל,א.ב.א - אגוד בתי האבות,114,1
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,114,1
102684482764860,داني عطار لرئاسة المجلس الإقليمي جلبوع,Daniel Atar,112,4
544585708962925,עיריית לוד,עיריית לוד,111,4
1541559162728136,רדיו תשעים,רדיו תשעים,109,6
243941715737870,אורית סטרוק- orit strouk,אורית סטרוק,109,3
192242644687256,גל לנצ'נר חבר המועצה בגבעת שמואל,גל לנצ'נר חבר המועצה בגבעת שמואל,108,2
102668075081968,"Фонд премии ""Генезис""","Фонд премии ""Генезис""",108,2
1633801720194315,מועצה מקומית פרדס חנה כרכור,מועצה מקומית פרדס חנה כרכור,107,4
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,106,1
767262423350854,פורום הדיור הציבורי,Danny Gigi,104,1
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,104,8
1230703323658792,מרכזים לצדק חברתי,מרכזים לצדק חברתי,103,14
632806616739261,איציק רוכברגר 2023,איציק רוכברגר 2023,103,1
100255059520803,שאמה 38,רמת גנים בעד רמת גן,103,1
500238833397356,ציפי ברנד,ציפי ברנד,103,5
125126963820139,רז קינסטליך - רקביחד,רז קינסטליך- בחירות לראשות עיריית ראשל״צ,101,4
117621584537422,"עו""ד ניסן זכריה לראשות העיר חולון",ניסן זכריה,101,5
1477479039147346,شريف زعبي,شريف زعبي,101,1
2145340712350945,נעמה לזימי - Naama Lazimi,נעמה לזימי - Naama Lazimi,≤100,3
103183301914371,כוח של אמא,Nataly Milner,≤100,1
687198291298132,الدكتور سهيل ذياب Diab Suhail,Sohel Diab,≤100,1
220045128798930,"עו""ד ידידיה בלומהוף - תביעות משרד הביטחון",משרד עורכי דין ידידיה בלומהוף,≤100,6
172654247853282,Shenhav musanbar,Shenhav Musanbar,≤100,3
104015018553973,The Genesis Prize - פרס בראשית,Genesis Prize Foundation,≤100,2
124191360932729,התעוררות בירושלים,התעוררות בירושלים,≤100,10
