Location name,Amount spent (VEF)
Amazonas,180000
Anzoátegui,3750805
Apure,1427765
Aragua,4208481
Barinas,6000375
Bolívar (state),5000677
Capital District,11281272
Carabobo,5433312
Cojedes,1052551
Delta Amacuro,287607
Falcón,2750120
Guárico,1750724
Lara,4280375
Miranda (state),4263655
Monagas,1763545
Mérida,4000372
Nueva Esparta,1410298
Portuguesa,2500541
Sucre,1750141
Trujillo,1847840
Táchira,8014387
Unknown,≤100
Vargas,902552
Yaracuy,2090545
Zulia,32764538
