Location name,Amount spent (CLP)
Antofagasta Region,90609
Araucanía Region,105877
Arica y Parinacota Region,34241
Atacama Region,35758
Aysén Region,18256
Bío Bío Region,240051
Coquimbo Region,116877
Los Lagos Region,102044
Los Ríos Region,42299
Magallanes y la Antártica Chilena Region,20639
Maule Region,116432
O'Higgins Region,119840
Santiago Metropolitan Region,1095821
Tarapacá Region,52678
Unknown,179
Valparaíso Region,239408
