Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
564188034075673,Roberto Enriquez,an advertiser in Venezuela,45000000,2
106297255064534,Julio Fuenmayor,an advertiser in Venezuela,4500000,2
11449543593,Carlos Ocariz,an advertiser in Venezuela,4250000,6
1382843902038454,Jony Rahal Oficial,an advertiser in Venezuela,4000000,10
94005676787,Hitachi Vantara,These ads ran without a disclaimer,2750000,1
596206767151427,Julio Borges,an advertiser in Venezuela,2500000,4
150129451747062,Fundarte Alcaldia,an advertiser in Venezuela,1824993,1
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,1750000,2
559836910796201,Alcaldía de Valencia,an advertiser in Venezuela,1094996,1
107706102295108,Wire Tool,These ads ran without a disclaimer,57500,2
117052698001766,First Wala,These ads ran without a disclaimer,57500,1
261393040627329,Universidad Bíblica Latinoamericana,These ads ran without a disclaimer,2785,1
115575820139019,Af Fhyf,These ads ran without a disclaimer,≤100,1
568134956712968,Orlando Chacón,an advertiser in Venezuela,≤100,1
106308164844758,Countless Stories,These ads ran without a disclaimer,≤100,1
100427526341454,Active active,These ads ran without a disclaimer,≤100,1
71613839321,Merca2.0,These ads ran without a disclaimer,≤100,2
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,2
