Location name,Amount spent (TWD)
Changhua,10363
Chiayi,2327
Hsinchu,5618
Hsinchu City,7811
Hualien,3894
Kaohsiung,32795
Keelung City,4874
Kinmen,526
Lienchiang,≤100
Miaoli,5386
Nantou,4768
New Taipei City,49659
Penghu,715
Pingtung,9033
Taichung,40339
Tainan,21577
Taipei,37396
Taitung,2072
Taoyuan City,33079
Unknown,5151
Yilan,3488
Yunlin,5813
