Location name,Amount spent (USD)
Azuay Province,1107
Bolívar Province,121
Carchi Province,106
Cañar Province,201
Chimborazo Province,391
Cotopaxi Province,271
El Oro Province,980
Esmeraldas Province,450
Galápagos Province,≤100
Guayas Province,4378
Imbabura Province,391
Loja Province,393
Los Ríos Province,874
Manabí Province,1923
Morona-Santiago Province,153
Napo Province,≤100
Orellana Province,106
Pastaza Province,108
Pichincha Province,5179
Santa Elena Province,343
Santo Domingo de los Tsáchilas Province,1940
Sucumbíos Province,151
Tungurahua Province,724
Unknown,≤100
Zamora-Chinchipe Province,217
