Location name,Amount spent (ARS)
Buenos Aires,2124062
Catamarca,39055
Chaco,109448
Chubut,72036
Ciudad Autónoma de Buenos Aires,166847
Corrientes,53839
Córdoba,3763333
Entre Rios,120378
Formosa,35530
Jujuy,512729
La Pampa,956906
La Rioja,207109
Mendoza,262881
Misiones,838473
Neuquén,18784
Río Negro,27829
Salta,1734851
San Juan,404962
San Luis,273578
Santa Cruz,25942
Santa Fe,676466
Santiago del Estero,18745
Tierra del Fuego,305960
Tucuman,225542
Unknown,340
