Location name,Amount spent (USD)
Alabama,18166
Alaska,3132
American Samoa,≤100
Arizona,32712
Arkansas,11600
California,133142
Colorado,20565
Connecticut,10388
Delaware,4003
Florida,95365
Georgia,36960
Guam,≤100
Hawaii,4040
Idaho,7026
Illinois,46176
Indiana,25198
Iowa,16207
Kansas,13953
Kentucky,18104
Louisiana,20351
Maine,4484
Maryland,24873
Massachusetts,22723
Michigan,43028
Minnesota,24125
Mississippi,13613
Missouri,22685
Montana,5149
Nebraska,7387
Nevada,16873
New Hampshire,7376
New Jersey,42240
New Mexico,8773
New York,72199
North Carolina,40897
North Dakota,2176
Northern Mariana Islands,≤100
Ohio,68713
Oklahoma,16707
Oregon,16610
Pennsylvania,51579
Puerto Rico,≤100
Rhode Island,4007
South Carolina,20698
South Dakota,2604
Tennessee,31933
Texas,127642
Unknown,≤100
Utah,12379
Vermont,1874
Virgin Islands (U.S.),≤100
Virginia,37830
Washington,28225
"Washington, District of Columbia",14980
West Virginia,8104
Wisconsin,23589
Wyoming,1984
