Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
503614639975773,Trombitás Kristóf,Megafon,722471,4
224274995688487,Bohár Dániel - Riporter,Megafon,384436,4
128596180810227,Stefi Déri,Megafon,375400,4
776079922494181,Apáti Bence hivatalos oldala,Megafon,374082,4
103946674951254,Kötter Tamás,Megafon,188439,2
543788999005363,ORIGO,Mediaworks Hungary Zrt.,117237,16
191461774219575,hirado.hu,hirado.hu,69916,29
1880809845328535,Dobrev Klára,Demokratikus Koalíció,52413,5
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,51825,7
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,51051,5
248172631940,Mandiner,Mediaworks Hungary Zrt.,49798,11
178362315106,European Parliament,European Parliament,49525,4
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,41974,7
100299381703981,Ps TV,PestiSrácok.hu,40479,6
298090296092,Orbán Viktor,Fidesz,26229,3
592204747588011,Momentum Mozgalom,Momentum Mozgalom,26132,6
54779960819,United Nations,United Nations with Facebook Ad Credits,20225,9
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,15683,30
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,14025,2
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,13208,3
329444931109132,Őrsi Gergely,Őrsi Gergely Ferenc,11952,3
432445257544169,Global City Community,These ads ran without a disclaimer,11592,10
1534911313439123,Ripost,Ripost,11474,3
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,10299,4
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,10014,3
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,9906,4
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,9543,7
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",9284,1
100905288315705,Jelen hetilap,Liberty Press Kft.,8883,6
108248022589754,Bosch Magyarország,Bosch Magyarország,8668,8
131283758531,HVG,HVG Kiadó ZRt.,8425,6
112872841638481,Jászberény többet érdemel,Jászságszava,8138,23
1237616006358749,Kékes Online,Kékes Online,8125,9
735736549957756,G7.hu,G7.hu Nonprofit Zrt.,7806,1
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,7189,6
101645666099188,Dr. Besenyi Orsolya  - Jászberény polgármesterjelöltje,Dr. Besenyi Orsolya,6923,18
196431174341272,József Felföldi,József Felföldi,5897,1
176736266308423,Kiss László,Kiss László,5822,1
221761091331222,Danube Institute,Danube Institute,5813,14
103607814480517,Kovács Alex Gábor,Kovács Alex Gábor,5615,4
161957537171267,Schmidt Mária,Schmidt Mária,5528,1
147547541961576,Council of the European Union,Council of the European Union,5209,2
183723231644096,Szita Károly,Szita Károly,4853,1
102426795954406,Nobilis Márton,Nobilis Márton,4529,5
76748198685,Budapest Pride,Budapest Pride,4453,3
108346693873484,Győrffy Balázs,Balazs Gyorffy,4304,3
113028273433856,Budafok-Tétény / Közösségre kapcsolva,Közösségre kapcsolva 22,4269,5
345496092135627,Hír TV,Mediaworks Hungary Zrt.,4165,1
264210363649459,Élő Norbert,Élő Norbert,4087,2
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,4007,4
142116653162328,Márki-Zay Péter,Márki-Zay Péter,3970,5
876772425797119,Hölvényi György,Hölvényi György,3908,2
428523481273521,Momentum - II. kerület,Momentum Mozgalom,3831,1
2341539762837341,Vác Város Önkormányzata,Vác Város Önkormányzata,3826,5
103520614495214,Ollero Marco képviselő,Momentum Mozgalom,3714,1
100452852734271,Startlap - Vásárlás tippek,Central Médiacsoport Zrt.,3685,2
85568463466,Mérce,Mérce,3513,12
408924035951553,Körforrás,Körforrás,3493,5
1215492498464496,Angyal Károly,Angyal Károly Tibor,3431,3
264517713636590,PestiSracok.hu,PestiSrácok.hu,3372,4
440197766088272,Jeszenszki András,MSZP,3352,1
109565208474856,Startlap - Utazás tippek,Central Médiacsoport Zrt.,3285,1
1439786569610603,Dr. Fekete Dávid,Fekete Dávid,3239,1
490030231058740,444,Magyar Jeti Zrt - 444.hu,3127,1
116609705085092,BP18,BP18,3126,2
103141961544400,Future of Debrecen,Future of Debrecen Egyesület,3074,6
122922027734811,feol.hu,Mediaworks Hungary Zrt.,2968,1
320986996098,zaol.hu,Mediaworks Hungary Zrt.,2921,1
116905388345518,veol.hu,Mediaworks Hungary Zrt.,2903,1
506244332746545,TEOL.hu,TEOL.hu,2894,1
451844608304228,Metropol,Metropol,2873,3
276554411147,Szabolcs Online,Szabolcs Online,2853,1
326763130286,Borsod Online,Borsod Online,2845,1
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,2832,2
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,2829,1
129255963785124,Heol.hu,Heol.hu,2795,1
132601530109047,Eötvös Károly Közpolitikai Intézet / Eötvös Károly Policy Institute,Eötvös Károly Közpolitikai Intézet,2785,2
1452981968275348,Eger Hírek,Eger Hírek,2745,1
1627127484170228,NHC24,Mediaworks Hungary Zrt.,2744,1
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,2722,5
270741976461920,Farkas Éva Erzsébet,Farkas Éva Erzsébet Hivatalos Oldala,2672,1
