Location name,Amount spent (CHF)
Aargau,≤100
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,≤100
Basel-Landschaft,≤100
Bern,332
Canton of Geneva,1213
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,406
Fribourg,109
Graubünden,≤100
Jura,≤100
Luzern,317
Neuchâtel,≤100
Schaffhausen,128
Schwyz,124
Solothurn,≤100
Thurgau,≤100
Ticino,176
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,119
Zug,≤100
Zürich,447
