Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,2553,31
57544755889,Amnesty International Polska,Amnesty International Polska,1594,39
654912251187357,Grupa PGE,Grupa PGE,1404,2
228168274881,wysokieobcasy,wysokieobcasy,1235,15
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1210,23
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,1188,166
95661128574,Radio ESKA,Radio ESKA,1095,2
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,807,9
339855706171439,Dobra Fabryka,Dobra Fabryka,692,21
1227194230675141,Pratia,Pratia SA,668,13
513969188677442,Compassion Polska,Compassion Polska,620,13
102792325966064,Kopalnia kitu,Kopalnia Kitu (DoubleD Marketing),607,14
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,605,7
273827962690526,Otwarte Klatki,Otwarte Klatki,518,6
178362315106,European Parliament,European Parliament,509,7
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,448,14
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,415,5
178415208919146,Solidarna Polska,Solidarna Polska,415,4
1683534065241470,OKO.press,OKO.press,407,9
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,374,17
1480642642217482,Marcin Dmowski,Marcin Antoni Dmowski,348,1
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,346,9
475584852475176,Pozytron,Bartłomiej Jan Ginter,321,13
50063176484,TVN24,TVN,314,16
54779960819,United Nations,United Nations with Facebook Ad Credits,287,9
405824882955092,Mazowieckie,Urząd Marszałkowski Województwa Mazowieckiego w Warszawie,271,2
104921858016507,Dzień Dobry Podatki,Michał Wilk,251,11
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,224,3
109218848183780,Marek Woźniak,UMWW,213,16
143951191449,Profinfo.pl,Wolters Kluwer PL,204,2
427646927347438,A4 Katowice - Kraków,Stalexport Autostrada Małopolska S.A.,200,5
142218132483199,Kasa Stefczyka,Kasa Stefczyka,190,4
173086948664,Infor.pl,Infor.pl,186,14
100302862419697,"Wielkopolska, tej",UMWW,185,22
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,170,2
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,162,7
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,160,8
230415296997772,bydgoszcz.pl,bydgoszcz.pl,157,2
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,155,3
160341610647590,Łukasz Gibała,Kraków dla Mieszkańców,148,3
109649700417909,Piotr Sak,Poseł na Sejm RP Piotr Sak,148,3
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,146,6
406758116099067,Fundacja Kasisi,Fundacja Kasisi,137,2
159372977456756,Fundusze Europejskie dla Lubelskiego,Euvic Media,135,14
1725148494424834,Urząd Marszałkowski Województwa Wielkopolskiego,Urząd Marszałkowski Województwa Wielkopolskiego,126,27
207398195946921,Instytut Spraw Obywatelskich,Fundacja Instytut Spraw Obywatelskich,120,4
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,114,5
182672665883755,Marek Dudziński - profil publiczny,Marek Dudziński,114,1
851597268265842,Telewizja Kopernik,TELEWIZJA KOPERNIK,113,17
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,110,1
999568213449974,"Niezależni PV - Fotowoltaika dla domu, firmy i rolnictwa",Łukasz Zbigniew Czerwiński,109,21
105629772798008,Kraków PL,Kraków PL,107,1
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,105,1
2320275388297228,Marcin Romanowski,Marcin Romanowski,104,1
100626195871591,Mateusz Wagemann - Wicewojewoda Zachodniopomorski,Mateusz Wagemann,103,2
1496359750659795,Michał Wójcik,Michał Wójcik,103,2
145481822175715,Otodom,Grupa OLX sp. z o.o.,103,2
1685842244965331,Marek Kuchciński,Tomasz Michał Łacina,102,3
133482470024453,Newsweek Polska,Newsweek Polska,102,1
314167035456967,Fundacja Optimum Pareto,Fundacja Optimum Pareto,101,2
382875260304,Teologia Polityczna,Teologia Polityczna,≤100,2
108072144154309,Sebastian Łukaszewicz,Sebastian Łukaszewicz,≤100,1
125185964281959,Centrum Edukacji Obywatelskiej (CEO),Centrum Edukacji Obywatelskiej (CEO),≤100,5
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100,3
136932946358747,Michał Dworczyk,Michał Dworczyk (PiS),≤100,1
648495745485275,Adrian Witczak - radny Tomaszowa Mazowieckiego,Adrian Witczak,≤100,1
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100,14
102759805294356,Dariusz Matecki - Radny Miasta Szczecin,Dariusz Matecki Radny Miasta Szczecin,≤100,3
2652652818292489,DAGMA bezpieczeństwo it,DAGMA SP Z O O,≤100,2
163064650412661,Teatr Powszechny w Łodzi,Teatr Powszechny w Łodzi,≤100,5
480747299096034,Sławomir Batko - Radny Miasta Opola,Sławomir Batko - Radny Miasta Opola,≤100,4
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,≤100,8
111778487054045,TOGETAIR,Kamil Magot,≤100,1
114265080356649,EuroKlima - Energy,EuroKlima Energy,≤100,1
100600111478700,Nowa Energia Dla Łodzi,VEOLIA NOWA ENERGIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,≤100,4
100507332348221,Liberfor,Liberfor,≤100,3
122436147816214,Skłodowscy.pl,Kancelaria Podatkowa Skłodowscy,≤100,12
2152238558396822,Mariusz Kałużny,Mariusz Kałużny,≤100,1
114453729684,gazetaprawna.pl,gazetaprawna.pl,≤100,5
355335447987852,"Katarzyna Stachowicz - samorządowiec, działaczka społeczna",Katarzyna Karolina Stachowicz,≤100,1
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100,1
107265068092174,Onet Premium,Ringier Axel Springer Polska,≤100,1
254609585192595,"Prof. Marek GZIK, Przewodniczący Sejmiku Województwa Śląskiego",Marek Gzik,≤100,1
742465142594294,Dan Cake Robimy Klimat,Dan Cake Polonia Sp. z o.o.,≤100,1
1477251852486946,Kosma Złotowski,Grupa Europejskich Konserwatystów i Reformatorów,≤100,32
316810098501611,Miasto2077 / Green is Good,Filip Kowalik,≤100,6
311278685609822,Fundacja Centaurus,Fundacja Centaurus,≤100,4
104700665078432,Neboa - Respect The Nature,These ads ran without a disclaimer,≤100,1
1493760307522390,CityFit,CityFit,≤100,2
202813996476257,Podlaski.info,Tygodnik Podlaski,≤100,2
105039892358886,Świadczenie Pielęgnacyjne,FURPO GROUP SP. Z O.O.,≤100,3
106991535121828,Medilife. Centrum Rozwoju,Medilife. Health & Care,≤100,17
330644215221,Bankier.pl,Bankier.pl,≤100,6
106708966025605,Wydawnictwo W.A.B.,Grupa Wydawnicza Foksal,≤100,2
103355271818004,Ubezpieczenia Effekt,Effekt Sp. z o.o.,≤100,1
1643686859194259,Sebastian Kaleta,Sebastian Kaleta,≤100,1
1425264934431305,Polski Instytut Księgowości,Polski Instytut Księgowości,≤100,6
658695000844495,Adam Andruszkiewicz,Adam Andruszkiewicz,≤100,3
391098174296294,Super Express,se.pl,≤100,1
2154797738169705,Anita Sowińska,Anita Sowińska,≤100,2
106666447371322,Edward Siarka,Edward Siarka,≤100,1
118055394941878,ABB,Performance Media P.S.A,≤100,1
814991668621838,Norbert Kaczmarczyk,Norbert Kaczmarczyk,≤100,1
115193431468328,BTC BOOM,These ads ran without a disclaimer,≤100,1
136884656519145,IOM Poland,International Organization for Migration,≤100,5
364911490222284,Włodzimierz Czarzasty,Biuro Poselskie Włodzimierza Czarzastego,≤100,1
213564818806045,Marcin Jabłoński Zarząd Województwa Lubuskiego PO RP,Smartpress Radosław Sujak,≤100,3
147547541961576,Council of the European Union,Council of the European Union,≤100,2
100508029392556,Obywatelu Masz Prawo,Fundacja Instytut Prawa Ustrojowego,≤100,2
907969312619463,Gazeta Żoliborza,PKM Żoli Media,≤100,1
1837853109780758,Fundacja BOŚ,Fundacja BOŚ,≤100,24
186543124707583,ISSA Prevent Plastic Pollution,Biuro wykonawcze ISSA w Polsce,≤100,4
385532321805330,Pomorskie,Pomorskie,≤100,1
375496365897034,Tkalnia,Stowarzyszenie Tkalnia,≤100,1
173184660508,Centrum Myśli Jana Pawła II,Centrum Myśli Jana Pawła II,≤100,4
110731291587098,Kiełpiński Konkretnie,Jacek Kiełpiński,≤100,10
482443325189958,Indywidualista,Indywidualista,≤100,1
1608898765820336,Vogue Polska,Vogue Polska,≤100,2
621959344553367,DNA Rynków - merytorycznie o giełdach i gospodarkach,DNA Rynków,≤100,2
129626970836,inFakt,inFakt,≤100,7
121677374580121,Stowarzyszenie Rozwoju Wsi Świętokrzyskiej,Stowarzyszenie Rozwoju Wsi Świętokrzyskiej,≤100,2
151650414730,Med Polonia,Med Polonia Sp. z o. o.,≤100,48
731347520270813,Kamil Żbikowski - Lepsze Zabrze,Kamil Piotr Żbikowski,≤100,2
1636177059982054,"Miesięcznik ""Nowy Rzgów""",Miesięcznik Nowy Rzgów,≤100,1
1450396205268277,Łukasz Reszka - Starosta Świdnicki,Łukasz Piotr Reszka,≤100,1
2177723575779048,Rafał Kandziora dla Śląska,Rafał Kandziora,≤100,2
514735281965536,Demagog,Demagog,≤100,6
170090736374301,Tomasz Głogowski Poseł na Sejm RP,Tomasz Głogowski Poseł na Sejm RP,≤100,2
1402012100098838,Twój Kurier Olsztyński - TKO.pl,WAMA Media Group,≤100,2
105428171456904,BWT Polska - Best Water Technology,BWT Polska,≤100,12
103049925845095,SUN for Ukraine,Damian Politański,≤100,3
757876837622345,Nowa Nadzieja,KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja,≤100,1
194585893914848,Fundacja Rozwoju Demokracji Lokalnej,Cezary Trutkowski,≤100,1
1021311128032128,Adrian Mól - Zastępca Prezydenta Torunia,Adrian Łukasz Mól,≤100,1
447190942074880,Polskie Stowarzyszenie Obrońców Życia Człowieka,Polskie Stowarzyszenie Obrońców Życia Człowieka,≤100,2
153679474688551,Wydawnictwo Fronda,Wydawnictwo Fronda,≤100,3
250387950908,Tygodnik Solidarność,Tygodnik Solidarność,≤100,1
832320483579139,Vestra,Vestra,≤100,1
352969621437965,Magna Polonia,Fundacja Magna Polonia,≤100,4
107009549338936,Wyższa Szkoła Bankowa w Chorzowie,Wyższa Szkoła Bankowa w Chorzowie,≤100,1
102838159114607,TuPlaneta,Moja Turkusowa Planeta,≤100,4
312204349288060,Mariusz Gosek,Mariusz Gosek,≤100,2
100120136068412,Reo.pl - platforma handlu energią z OZE,Reo.pl Sp. z o.o.,≤100,9
358414038219949,Michał Wawer,Michał Wawer,≤100,1
101075578169819,Ewa Wendrowska,Ewa Wendrowska,≤100,1
102788991564627,Targi Greenpower,These ads ran without a disclaimer,≤100,3
101876361512444,Krajowy Projekt Energetyczny - odnawialne źródła energii dla każdego,These ads ran without a disclaimer,≤100,1
527351247377965,European Committee of the Regions,European Committee of the Regions,≤100,2
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Paweł Komarewicz,≤100,1
104178558968972,Marcin Przydacz - wiceminister spraw zagranicznych,Marcin Przydacz,≤100,1
