Location name,Amount spent (NZD)
Auckland Region,3545
Bay of Plenty Region,448
Canterbury,902
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,227
Manawatu-Wanganui,414
Marlborough Region,≤100
Nelson Province,112
Niue,≤100
Northland Region,374
Otago,536
Southland,120
Taranaki,221
Tasman District,≤100
Tokelau,≤100
Unknown,≤100
Waikato,613
Wellington Region,749
West Coast,≤100
