Location name,Amount spent (CHF)
Aargau,285
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,250
Basel-Landschaft,949
Bern,236
Canton of Geneva,683
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,177
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,123
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,137
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,195
Zug,≤100
Zürich,11462
