Location name,Amount spent (USD)
Bahr el Gazel Region,≤100
Batha Region,≤100
Guéra Region,≤100
Hadjer-Lamis Region,≤100
Kanem Region,≤100
Lac Region,≤100
Logone Occidental Region,≤100
Logone Oriental Region,≤100
Mayo-Kebbi Est Region,≤100
Mayo-Kebbi Ouest Region,≤100
Moyen-Chari Region,≤100
N'Djamena,≤100
Ouaddaï Region,≤100
Unknown,≤100
