Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,7155,61
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,5326,11
107217383988190,מגזין אפוק,Epoch Magazine,3097,67
109049212192912,יעקב בורובסקי-לראשות העיר חיפה,יעקב בורובסקי-לראשות העיר חיפה,2530,12
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,2275,5
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,1882,3
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,1730,7
790149967713981,דרכנו,דרכנו,1569,12
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,1525,53
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,1510,4
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1426,3
313229072156432,ארקדי פומרנץ - Arkady Pomeranz,ארקדי פומרנץ - Arkady Pomeranz,1399,3
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",1359,48
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,1279,2
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,1133,28
1073548259341247,לובי 99,לובי 99,1118,7
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,1060,2
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,1043,13
219091481560790,מרים פיירברג - איכר,נתניה אחת,1000,1
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",962,15
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,945,14
112169951926386,אלון רוזן,אלון רוזן,920,2
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,904,1
204780362875106,מקור ראשון,מקור ראשון,820,53
1662907067255622,איגוד הגז הטבעי,Unik,818,4
115456451553737,יונה יהב,יונה יהב,785,8
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,777,2
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,729,5
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,677,5
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,636,5
175285029214345,הציונות הדתית,ציונות דתית,628,4
369655989728696,אסף דעבול - Asaf Daabul,אסף דעבול - Asaf Daabul,627,5
1954699454767994,שי זולדן - Shay Zoldan,שי זולדן,611,14
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,607,4
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,603,2
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,595,2
498445036891971,Tziki Avisar - ציקי אבישר,Tziki Avisar - ציקי אבישר,582,3
112848572066805,מחאת ההייטק,מחאת ההייטק,546,4
107124799990825,חן שרייבר-נשיא לשכת רואי החשבון בישראל,חן שרייבר,541,6
104404418153739,דנית ברביבאי,דנית ברביבאי,538,6
104222621115858,הביטחוניסטים,הביטחוניסטים,535,13
1510157982620509,הלן גלבר - Helen Gelber,הלן גלבר - Helen Gelber,500,4
536667660149293,מתן כהנא Matan Kahana,מתן כהנא Matan Kahana,498,1
137449656335533,Amnesty International Israel,Amnesty International Israel,486,15
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,480,3
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,461,20
163213311020271,רונן סלטון לראשות המועצה,רונן סלטון לראשות המועצה,447,3
698427173532872,חופות - מבית השגחה פרטית,חופות,441,3
124894077550811,ישראל חופשית,ישראל חופשית,436,9
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,435,2
104020512761050,أجا الوقت,Standing Together,431,2
161096657252221,שוברים שתיקה,שוברים שתיקה,428,2
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,427,5
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,425,4
1694881230559425,אבירם דהרי,אבירם דהרי,418,6
104405316012511,עליזה בלוך - Aliza Bloch,עליזה בלוך,389,10
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,385,3
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,371,7
641514279247588,עיריית שדרות,עיריית שדרות,368,2
1384004838583167,רונן פלוט - Ronen Plot,רונן פלוט - Ronen Plot,368,6
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,353,4
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",348,13
120240631007633,הילה לנקרי-מיוסט,הילה לנקרי-מיוסט,347,4
147314178787332,אלי יריב - Eli Yariv,אלי יריב - Eli Yariv,337,1
316346795391337,"פתח לתקווה - בראשות עו""ד אורנה דוידאי","פתח לתקווה - בראשות עו""ד אורנה דוידאי",333,8
221429664638160,קדמה,קדמה,332,6
103851895179872,אמהות לביאות,אמהות לביאות,329,4
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,324,2
117658294683078,ישראלTop5,top5israel,323,4
128753804569169,"עו""ד רחל פרץ גלם לראשות המועצה האזורית באר טוביה","עו""ד רחל פרץ גלם לראשות המועצה האזורית באר טוביה",320,4
877405719007268,מכון ארגמן - Argaman Institute,מכון ארגמן,312,24
100978407934166,תנועה ישראלית,Israeli Movement,303,17
315149999091604,אביש שלמה לראשות מועצה אזורית מנשה,אביש שלמה לראשות מועצה אזורית מנשה,301,10
632806616739261,איציק רוכברגר 2023,איציק רוכברגר 2023,300,1
1129270547137227,EcoHeat,"אקוהיט מערכות חימום בע""מ",299,1
500238833397356,ציפי ברנד,ציפי ברנד,296,11
168898066479983,עיריית עכו,עיריית עכו,283,2
189543984502825,משה קונינסקי,משה קונינסקי,281,2
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",270,9
548894211951595,פורום חברות הקדישא,Unik,268,2
112789521875571,Давид Эциони - мэр Хайфы,Давид Эциони - мэр Хайфы,260,1
295211077200566,מרצ כפר סבא,מרצ כפר סבא,257,5
279345532129864,ההסתדרות הציונית העולמית,ההסתדרות הציונית העולמית,252,5
107863545666861,"עו""ד נתנאל בן יוסף אחרק",נתנאל אחרק,250,1
114541781256236,Джули Каит,ישראל ביתנו,250,2
119889504408611,שלומי קדוש חבר מועצת העיר קרית ים,שלומי קדוש חבר מועצת העיר קרית ים,246,3
321795461283120,גנאדי בורשבסקי,גנאדי בורשבסקי,245,1
212508465430143,מען ארגון עובדים  معًا - نقابة عمالية MAAN Workers Association,WAC-MAAN,243,2
109242871232111,מתן בארי,מתן בארי,243,2
124191360932729,התעוררות בירושלים,התעוררות בירושלים,241,13
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ',237,3
102684482764860,داني عطار لرئاسة المجلس الإقليمي جلبوع,داني عطار لرئاسة المجلس الإقليمي جلبوع,237,6
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,234,12
