Location name,Amount spent (MYR)
Johor,271
Kedah,201
Kelantan,119
Kuala Lumpur,441
Labuan,≤100
Malacca,108
Negeri Sembilan,101
Pahang,149
Penang,232
Perak,294
Perlis,≤100
Putrajaya,≤100
Sabah,252
Sarawak,229
Selangor,752
Terengganu,117
Unknown,≤100
