Location name,Amount spent (CLP)
Antofagasta Region,1626775
Araucanía Region,6807917
Arica y Parinacota Region,952913
Atacama Region,843547
Aysén Region,586492
Bío Bío Region,2949288
Coquimbo Region,2310117
Los Lagos Region,1523774
Los Ríos Region,930347
Magallanes y la Antártica Chilena Region,1224244
Maule Region,3879431
O'Higgins Region,3111405
Santiago Metropolitan Region,18033376
Tarapacá Region,671709
Unknown,1182
Valparaíso Region,5257888
