Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
135843375926,UNICEF Norge,UNICEF Norge,5130,7
371106536283235,DAG OG TID,Dag og Tid AS,3976,3
20468812735,LO,LO,1477,13
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,1347,7
100682016119457,Universitetsplassen - UiO,Universitetet i Oslo,1261,3
132368899297,Framtiden i våre hender,Framtiden i våre hender,1189,12
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,1186,3
573458549493165,Oslo kommune,Oslo kommune,1134,3
10953652930,Høyre,Høyre,1119,23
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,1106,11
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1002,4
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,984,1
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,931,22
2398568533531114,Velferdsmiks,NHO Geneo,891,28
234659001772,Arbeiderpartiet,Arbeiderpartiet,885,4
126448980866214,Klassekampen,Klassekampen,762,1
83499305740,Tekna – Teknisk-naturvitenskapelig forening,Tekna,731,3
536745556722065,Lillestrøm FrP,Lillestrøm FrP,726,4
226417544192807,Tankesmien Agenda,Tankesmien Agenda,630,1
102203325950193,Ingvild Lemme Kristiansen,Stendi,595,7
11526489541,Senterpartiet,Senterpartiet,491,1
239677012734267,Fredrikstad Høyre,Fredrikstad Høyre,303,1
201881833288298,Pårørendesenteret,Pårørendesenteret,298,34
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,265,7
291789484748906,Senter for hav og Arktis,Senter for hav og Arktis,251,2
129925163706887,Oslo Dokumentarkino (The Oslo Documentary Cinema),Oslo Dokumentarkino,239,2
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,229,2
119878348024795,ULOBA,Uloba - Independent Living Norge,224,23
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,224,2
105939782037295,Altinget.no,Altinget AS,164,4
169468006414718,Litteraturhuset,Litteraturhuset,164,2
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,162,16
120374971332864,Kagge Forlag,Kagge Forlag,142,1
38552663951,Morgenbladet,Morgenbladet,137,1
63069821771,Naturviterne,Naturviterne - Fagforening med hjerte for bærekraft,137,1
87445018334,Nobel Peace Center,Nobel Peace Center,125,3
