Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
101875098313543,Andel,Andel,12582,12
65929129383,Røde Kors,Røde Kors,10864,74
26458152911,SOS Børnebyerne,SOS Børnebyerne,4782,21
59143726810,Psykiatrifonden,Psykiatrifonden,4062,9
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,3380,21
12787473132,Berlingske,Berlingske,3044,19
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,3019,23
72672361910,Børns Vilkår,Børns Vilkår,2899,13
399210657232918,PlanBørnefonden,PlanBørnefonden,2858,24
55365680705,Greenpeace Danmark,Greenpeace Danmark,2653,44
167891603415958,Lederne,Lederne,2554,12
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,2543,18
17428770950,RÆSON,RÆSON,1707,1
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1192,51
304554445813,Videncentret Bolius,Videncentret Bolius,1106,12
133707013355759,Danner,Danner,1053,1
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,954,10
102154048301476,Lederstof.dk,Lederne,876,26
33588644626,World Animal Protection Danmark,World Animal Protection Danmark,826,4
304554445813,Videncentret Bolius,Bolius,710,3
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,645,17
867877683280051,Weekendavisen,Weekendavisen,637,12
178362315106,European Parliament,European Parliament,618,10
41459763029,Socialdemokratiet,Socialdemokratiet,616,12
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,609,10
377809518910165,Netcompany,Netcompany,604,9
246977185497434,Plastic Change,Plastic Change,573,25
63691965101,UNICEF Danmark,UNICEF Danmark,567,2
108041771950114,Danmarksdemokraterne,Danmarksdemokraterne,522,3
748887235210811,Obton Forvaltning A/S,Obton A/S,517,7
398454550257699,Lars Boje Mathiesen,Lars Boje Mathiesen,480,1
287306323369,Børnecancerfonden,Børnecancerfonden,467,2
144965885963,Oxfam Danmark,Oxfam Danmark,465,11
181330585392156,Skattestyrelsen,Skattestyrelsen,449,2
26573783230,Dyrenes Alliance,Dyrenes Alliance,431,1
183887801641951,Verdens Skove,Verdens Skove,423,1
529124290474705,Nikolaj Villumsen,Enhedslisten,414,1
105511328705392,HØRT,Børns Vilkår,357,7
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,352,8
852608988134698,Tikko,Tikko,314,5
144098125661833,Nordea Invest,Nordea Invest,309,10
36664432940,Amnesty International Danmark,Amnesty International Danmark,257,6
369336273158091,Land of Hope,Land of Hope,256,10
533315386692100,DRC - Danmarks Restauranter & Caféer,DRC - Danmarks Restauranter & Caféer,256,4
106952222676974,Liberal Alliance,Liberal Alliance,251,10
67571270393,Red Barnet,Red Barnet,197,4
264009771074617,Niels Fuglsang,Niels Fuglsang,196,6
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,158,11
1522666927799763,BCG in Denmark,Boston Consulting Group,154,2
494902077334290,Tuborgfondet,Tuborgfondet,154,3
110560691837684,SolCompagniet,SolCompagniet,154,12
154415494575789,IDA,IDA,153,2
153185491411799,CBS HD,These ads ran without a disclaimer,145,2
246097715413231,Alkohol & Samfund,Alkohol & Samfund,140,5
356520931077196,Europabevægelsen,Europabevægelsen,136,5
167891603415958,Lederne,These ads ran without a disclaimer,131,2
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,130,3
217135424459,Karen Blixen Museum,Karen Blixen Museum,122,4
437410226312057,Københavns Kommune,Københavns Kommune,115,2
128700897207990,Europa-Parlamentet i Danmark,Europa-Parlamentet i Danmark,115,5
112066403983709,Harun Demirtas,Harun Demirtas,113,3
390925417751473,Erling Bonnesen,Erling Bonnesen,112,1
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,110,1
