Location name,Amount spent (PKR)
Azad Kashmir,2011
Balochistan,2442
Federally Administered Tribal Areas,560
Gilgit-Baltistan,824
Islamabad Capital Territory,3178
Khyber Pakhtunkhwa,13759
Punjab,50001
Sindh,16007
Unknown,≤100
