Location name,Amount spent (NOK)
Akershus,3785
Aust-Agder,710
Buskerud,1671
Finnmark,614
Hedmark,1132
Hordaland,3418
Møre og Romsdal,1507
Nord-Trøndelag,734
Nordland,1751
Oppland,1068
Oslo,8278
Rogaland,2490
Sogn og Fjordane,611
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,1943
Telemark,915
Troms,1122
Unknown,≤100
Vest-Agder,1934
Vestfold,1469
Østfold,1966
