Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,8371,45
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Dairy Farmers of Canada,4809,35
203652059653094,Government of British Columbia,Government of British Columbia,3638,2
104811292976689,SOS violence conjugale,SOS violence conjugale,2486,12
115835521825983,UNHCR Canada,UNHCR Canada,2305,117
177990002393,Ontario Nurses' Association,Ontario Nurses' Association,1810,6
160136850711053,CUPE Ontario,CUPE Ontario,1739,3
1097840090260804,National Police Federation,National Police Federation,1681,102
109045051805492,Made The Canadian Way,Canadian Energy Centre,1613,8
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,1609,8
139019864276,Oxfam Canada,Oxfam Canada,1435,44
163336718421,PSAC - AFPC,PSAC - AFPC,1388,42
168617319831578,Nature Canada,Nature Canada,1210,1
230448456985193,Elections Ontario,Elections Ontario,1091,4
107385241806,Plan International Canada,Plan International Canada,953,92
220942375077886,Canada Proud,Canada Proud,932,3
27321532378,Pierre Poilievre,Conservative Party of Canada - Parti conservateur du Canada,890,4
33730130515,Metro Vancouver,Metro Vancouver,844,25
113297740077607,Canadian Energy Centre,Canadian Energy Centre,841,12
103808699175717,Onella,These ads ran without a disclaimer,822,2
633812813408377,Elections Canada,Elections Canada,819,24
104386908631938,Pathways Alliance,Pathways Alliance,805,6
180862678644381,Ontario NDP,Ontario NDP,802,24
163261390365324,Elementary Educators,Elementary Educators,748,20
167577709932867,Fédération des professionnelles et  professionnels de l'éducation FPPE,Fédération des professionnelles et  professionnels de l'éducation FPPE,733,12
16761458703,University of British Columbia,The University of British Columbia,732,48
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,716,70
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,653,35
394745970602999,The Council of Canadians,The Council of Canadians,616,17
105833301076507,CUPE Local 38,CUPE Local 38,603,8
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,587,51
35715544220,Stand.earth,Stand.earth,562,20
105168452865235,Bell Aliant,Bell,520,2
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,509,1
103145009203143,The Next Climate Fellowship,The Next Climate Fellowship,507,18
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,492,19
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,489,5
117926081552324,Équiterre,Équiterre,487,15
625254780822339,CUPE Manitoba,CUPE MB,487,6
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,476,12
144658705550734,Scotiabank,These ads ran without a disclaimer,463,1
6319213302,Heart & Stroke,Heart & Stroke,432,36
114849617772737,Care2 Canada,Press Pause Collective,410,16
195608229977,BC NDP,BC NDP,383,10
1598613630410917,TC Energy,TC Energy,378,2
127923173900910,Ontario Federation of Agriculture,Ontario Federation of Agriculture,375,26
1590219921201770,Élections Canada,Élections Canada,373,24
222322717930469,Government of New Brunswick,Government of New Brunswick,371,6
901776976544599,RBC Wealth Management,RBC Wealth Management,365,4
27234020592,UNICEF Canada,UNICEF Canada,365,8
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,365,30
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,362,223
121455674601185,The Manitoba Teachers' Society,The Manitoba Teachers' Society,351,10
47468265206,BC SPCA (BCSPCA),BC SPCA (BCSPCA),351,1
177681485609462,Radio-Canada,Radio-Canada,340,22
184257548280251,Alberta's NDP,Alberta's NDP,340,31
150435931672156,Élections Québec,Élections Québec,339,10
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,339,15
104853517861788,Surrey’s Say on Policing,National Police Federation,314,12
203485052997041,Hospital Employees' Union,Hospital Employees' Union,312,6
181701075182303,Crohn's and Colitis Canada,Crohn's and Colitis Canada,312,39
121681904511500,CMHA National / ACSM National,Canadian Mental Health Association,309,9
281999881613,World Vision Canada,World Vision Canada,307,10
19750184960,Greenpeace Canada,Greenpeace Canada,291,167
586362242026180,Radio-Canada OHdio,Radio-Canada,290,9
174238299256105,Manitoba Government and General Employees' Union (MGEU),Manitoba Government and General Employees' Union (MGEU),289,9
115184254813951,Défi GEStes,Emilie Gallant,271,40
53071821078,Monarchist League of Canada / Ligue monarchiste du Canada,The Monarchist League of Canada,268,1
90032605269,UHN Foundation,UHN Foundation,266,36
152467601467262,BMO Groupe financier,BMO Financial Group,264,4
7522587804,Green Party of Ontario,Green Party of Ontario,261,5
183326331693112,Manitoba Federation of Labour,Manitoba Federation of Labour,253,8
106917558391358,Alliance Nouvelles voies,Pathways Alliance,252,2
31912359596,University of Saskatchewan,University of Saskatchewan,251,64
26394435211,Canadian Cancer Society,Canadian Cancer Society,248,10
172424676165115,Canadian Alliance to End Homelessness,Canadian Alliance to End Homelessness,248,24
256967407720183,LEO,Léger,245,29
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,234,161
177741812241442,SCFP-Québec,le SCFP,232,19
52543970197,Environmental Defence Canada,Environmental Defence,231,6
1534982756793690,Foodvisor,These ads ran without a disclaimer,225,5
100401029468656,Christopher Baenninger,"Justin Beauregard, agent officiel",224,3
103290118198670,Alberta Women's Health Foundation,Alberta Women's Health Foundation,212,10
130286616989573,CECI - Centre d'étude et de coopération internationale,CECI - Centre d'étude et de coopération internationale,209,23
105754167560390,Ekō Canada,Ekō,207,2
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,203,11
465152633548835,Generation Squeeze,Generation Squeeze,198,1
196322807083503,OECTA - Ontario English Catholic Teachers Association,OECTA - Ontario English Catholic Teachers Association,198,13
613525635350948,FFAW/Unifor,FFAW/Unifor,193,2
386234648495459,Home Care Ontario,Home Care Ontario,192,21
115023341897487,BellAliantFR,Bell,190,2
116486331729420,350 Canada,350 Canada,185,6
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,178,14
247550302115830,Elections Saskatchewan,Elections Saskatchewan,174,39
108776328474781,Debt Free HelpLine Canada,These ads ran without a disclaimer,172,1
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,167,12
14742445214,BC Green Party,BC Green Party,167,31
11392874217,Québec solidaire,Québec solidaire,165,7
150508548780741,Aman Singh,BC New Democrat Caucus,158,1
230448456985193,Elections Ontario,Day Communications,157,1
103350612362345,Strong Coast,Strong Coast,154,10
179726942700557,Manitoba Health Coalition - MHC,Manitoba Health Coalition,152,13
100999094747422,Land Needs Guardians,Land Needs Guardians,152,4
1547351742002843,Recovery Capital Summit- Overcoming Addiction,Giuseppi Ganci,149,1
108441375489438,Pete Wiesner,Hamilton Centre PC Riding Association,140,8
5794733873,David Suzuki Foundation,David Suzuki Foundation,138,24
1391594234280994,"Liquor, Gaming and Cannabis Authority of Manitoba","Liquor, Gaming and Cannabis Authority of Manitoba",138,8
321351607970406,The Narwhal,The Narwhal,123,4
214866875236330,PROMIS,Promis Immigration,122,18
183212951743526,PEI Liberals,PEI Liberals,120,7
925033857594085,SureHealth Canada,SureHealth,117,23
274877362536876,CUPE BC,CUPE BC,115,5
152759126824,Enbridge,Enbridge,112,2
121222984568561,Amnesty International Canada,Amnesty International Canada,110,67
106365669977985,Unpointcinq,Unpointcinq,109,6
1817729271829272,Secrétariat à la condition féminine,Secrétariat à la condition féminine,104,1
313429995379496,Saskatchewan Union of Nurses,Saskatchewan Union of Nurses,104,9
510183342342621,Bell MTS,Lavanya Rajaian,103,2
468844636547019,Gouvernement du Nouveau-Brunswick,Government of New Brunswick,102,6
333965336775693,Canadian Cattle Association,Canadian Cattle Association,102,5
233017897569896,Emplois en régions,Emplois en régions,102,15
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100,8
143878685642858,Canadian Foodgrains Bank,Canadian Foodgrains Bank,≤100,4
278388139026064,Patrick Brown,Patrick Brown,≤100,8
209191002426864,County of Grande Prairie No. 1,the County of Grande Prairie,≤100,1
9226212436,SaskPower,SaskPower,≤100,2
590117937780756,Oil Sands Action,Canada Action,≤100,5
572892516092329,"Yvan Baker, MP",Yvan Baker,≤100,4
652812671407912,Selam Debs,Selam Debs,≤100,12
111983398876007,The Independent,The Independent,≤100,2
405377872902754,Canada Action,Canada Action,≤100,11
200217723858499,"Tony Wakeham, MHA, Stephenville-Port au Port","Tony Wakeham, MHA for Stephenville - Port au Port",≤100,6
342802912769257,RBC,These ads ran without a disclaimer,≤100,1
123235041462,The Fraser Institute,Fraser Institute,≤100,5
638391216643974,CodeBlue BC,CodeBlue BC,≤100,16
159713615718,WWF-Canada,WWF-Canada,≤100,29
99838903265,CPAWS Manitoba,CPAWS Manitoba,≤100,3
33532707807,Acfas,Acfas,≤100,3
211536155525838,ICI Estrie,ICI Estrie,≤100,28
447980405253906,Public Service Alliance of Canada - Prairie Region,These ads ran without a disclaimer,≤100,6
184906186150,The Toronto Star,The Toronto Star,≤100,2
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF) Canada,≤100,5
105884058088671,Keep Alberta RCMP,National Police Federation,≤100,18
124239144255718,City of Calgary – Your Local Government,City of Calgary – Your Local Government,≤100,1
1671097993122619,Children Believe,Children Believe,≤100,28
1586726414925187,Ontario Health Coalition,Ontario Health Coalition,≤100,2
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100,4
202220023130891,Bell Canada,Bell Canada,≤100,4
2161474537462046,Solar X,Solar X,≤100,1
187805263715,RÉZO,RÉZO,≤100,2
132996628184,City of Vancouver - Local Government,City of Vancouver - Local Government,≤100,1
148849075257460,Bridges for Peace Canada,These ads ran without a disclaimer,≤100,1
106432095003415,Our Nova Scotia RCMP,National Police Federation,≤100,11
144952302745324,Nuclear Waste Management Organization,the Nuclear Waste Management Organization,≤100,3
177872532253393,National Citizens Coalition,National Citizens Coalition,≤100,3
123279994379030,Participaction,ParticipACTION,≤100,6
