Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
594606007235747,Abdul Aleem Khan,Abdul Aleem Khan,8979,1
110196941769209,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶,6250,12
102384149455341,PMLN Lahore Official,PMLN Lahore Official,6247,2
347978062231387,Mustafa Nawaz Khokhar Offical,Mustafa Nawaz Khokhar Offical,5500,3
171980796153771,Siraj ul Haq,Siraj ul Haq,5054,1
108032181861181,Suno News HD,Suno News HD,4639,1
97429917898,ProPakistani,ProPakistani,4448,4
144494398930201,Jamaat -e- Islami Pakistan,Jamaat -e- Islami Pakistan,3632,1
245084059947163,فخرے دیپال پور,فخرے دیپال پور,3304,8
143702242358131,Awami National Party,Awami National Party,2901,4
101206152972905,Voice of PP 60,Voice of PP 60,2823,1
109493084543028,Four Corners with Tarar,NEXT TV,2782,1
105963181907382,Iftikhar Ahmad,Iftikhar Ahmad,2289,3
109771132134070,کتابوں کی بستی,Zauq E Adab,2182,6
101080725159933,Allama Shabbir Hasan Maisami,Allama Shabbir Hasan Maisami,2011,7
1402594216704209,PPA Central Office,PPA Central Office,2006,4
246046232150591,Pakistan Peoples Party - PPP,Pakistan Peoples Party,1981,1
111791888503468,Hafiz Shahid Ghug,Hafiz Shahid Ghug,1469,1
435092019877794,Hazara Quami Mahaz Pakistan - HQM,Hazara Quami Mahaz Pakistan - HQM,1404,4
1984101831869501,Shah Nawaz PTI,Shah Nawaz PTI,1292,3
127593717315049,Jamaat-e-Islami Islamabad,Jamaat-e-Islami Islamabad,1000,1
117570394575101,Rai Waqas Aslam Kharal,Rai Waqas Aslam Kharal,1000,5
412740818918534,Rana Mubashir,Rana Mubashir,985,1
1848843992016589,Bhatti Book Centre,These ads ran without a disclaimer,857,1
105376492571743,Jamaat-e-Islami Peshawar,Jamaat-e-Islami Peshawar,843,3
195508833811808,Dr Toqeer Gilani,These ads ran without a disclaimer,734,1
105690462092880,MM News,M M DIGITAL (PRIVATE) LIMITED,675,1
108091784319799,Khyber Heights,These ads ran without a disclaimer,592,1
407889229718531,Sardar Tanveer Ilyas Khan,Sardar Tanveer Ilyas Khan,550,1
112315181865961,Tecno Motorcycle Parts,These ads ran without a disclaimer,543,1
110623241311593,Team Ansir Sandhu,Team Ansir Sandhu,530,1
589165787911608,Omar Ayub Khan,These ads ran without a disclaimer,494,1
113483901666841,9ledge Studio,These ads ran without a disclaimer,486,1
118693631272258,عوامی نیشنل پارٹی اسلام آباد,Awami National Party Islamabad,481,1
112689834835163,Ahmed Raza,Ahmed Raza,456,1
640801849421593,Aimal Wali Khan,Aimal Wali Khan,432,1
176104589110851,IEEE,These ads ran without a disclaimer,426,1
100303296502621,,These ads ran without a disclaimer,392,2
102892118345791,Reading Time,These ads ran without a disclaimer,332,1
106429308893380,One Nation,One Nation,321,2
450326391674911,Allianz,These ads ran without a disclaimer,315,1
104204319186110,Chaudhary Usama Ijaz,These ads ran without a disclaimer,313,1
925019934219066,Mardan Ali Zaidi,Mardan Ali Zaidi,308,1
883795294975905,Project Maati,These ads ran without a disclaimer,308,1
100914106167287,Bashir Lala,These ads ran without a disclaimer,297,1
110243038305018,Rao Muhammad Hashim,Rao Muhammad Hashim,295,1
173070036386587,Raja Tariq Murtaza,Raja Tariq Murtaza,257,2
2212487818997338,Fakhar Azam Wazir,Fakhar Azam Wazir,241,1
115798388197514,Sher Azam Khan,Sher Azam Khan,222,1
931203933666198,Startup Pakistan,Startup Pakistan,222,1
105623261614404,Nabeel Baloch PTI,These ads ran without a disclaimer,195,1
633850183758670,57 News HD,These ads ran without a disclaimer,178,2
113578877760214,Shahid Khan,Shahid Khan,167,1
102357389385726,Rana Ramzaan,These ads ran without a disclaimer,164,1
113349997468886,Ayyan's Corner,These ads ran without a disclaimer,116,1
1597489657169842,Mir Kabeer Ahmed,Mir Kabeer Ahmed,113,2
263055743739876,Pressco Entertainment,Pressco Entertainment,≤100,1
104314102703209,Rana Arif Iqbal Harnah,Rana Arif Iqbal Harnah,≤100,1
104361848022503,Muhammad Nawaz Afridi,These ads ran without a disclaimer,≤100,1
103567669280381,Hamza Shahid,Hamza Shahid,≤100,1
1195191507161580,Senator Seemi Ezdi,Senator Seemi Ezdi,≤100,1
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,≤100,2
102955192638928,,These ads ran without a disclaimer,≤100,1
146273324229976,Dreame love story 07,These ads ran without a disclaimer,≤100,1
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,1
112230245122615,Big Global Travel Media,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
109226351931340,Jimena Gonzalez,These ads ran without a disclaimer,≤100,1
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100,3
