Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
251292808253299,Canadian College,Canadian College,574893,12
175286072898201,Braulio Espinosa Márquez,Braulio Espinosa,353835,3
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,329053,5
377334062304350,Secretaría de Educación de Bogotá,Secretaría de Educación de Bogotá,325408,6
273861903433499,Lourdes López Flórez,Lourdes Del Rosario Lopez Flores,238234,2
321789057890530,Secretaría de Movilidad,Secretaría de Movilidad,212048,22
103753489693220,Acciona,These ads ran without a disclaimer,207557,1
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,195029,1
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,165946,14
101871502791636,Carlos Acosta Juliao Oficial,Toro Digital,116414,6
108946084100541,Alcaldía Cartagena Del Chairá,Tuto Gonzalez,95921,7
264104919248,Alcaldía Distrital de Barranquilla,Alcaldía de Barranquilla,71692,8
101769386141297,Congreso Nacional de Actualización Tributaria y Laboral,Julian Chuchoque,66065,2
417060811811167,Juan David Duque García,Juan David Duque Garcia,64292,7
218132784904427,Rolando González García,Rolando Gonzalez Garcia,52715,1
813793875378684,Bambalinas Co,Bambalinas Co,48683,7
114317847146525,Alvaro Arias Velez,TORO DIGITAL,48506,3
1004865626202028,Jaime Peña Peñaranda,Joseph Ferney Galvis Gonzalez,47148,4
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,43602,1
104969865721375,Profes.movimientociudadano,John Bazurto,42561,4
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro,39609,4
108576731393581,Juliana Enciso,Claudia Juliana Enciso Montes,38914,1
1147318942107929,Todos Somos Una,DEBRAIN LLC,37746,2
257401965136834,Carlos Marroquín,Carlos Andres Marroquin Luna,34707,1
915743661945208,Alejandro Eder,Alejandro Eder,31787,2
861234197280988,Stefany Gómez Concejala de Armenia,Stefany Gomez Murillo,30453,3
102332121627586,Alcaldia Municipal de Morelia Caquetá,Tuto Gonzalez,30197,4
157146724439549,Luis Bernardo Vélez,Martha Patricia Giraldo,29450,2
133787883971402,Oscar Ramírez Vahos,Oscar Ramirez Vahos,26718,1
437833369757523,DB MEDIA,Diana Paola Bernal Rodriguez,26620,1
812165288875574,Jaime Pumarejo,Alcaldía Distrital de Barranquilla,24253,3
191210184867688,Julián Serna Concejal,Julian Andres Serna Ruíz,23608,1
835710939898329,Paulina Aguinaga,Paulina Aguinaga,23282,3
108158921672438,Llener Borja,Alvaro Jose Gomez Ramirez,21864,6
1622001728047397,Harman Alcalde,Harman Alcalde,21467,3
1588561874548381,Carlos Alfredo García - Abogado,Carlos Alfredo García - Abogado,21363,18
1988052664633312,Maria Fernanda Hidalgo,Edwin Narváez Suarez,19804,2
280796045975298,UniFinanzas S.A.S,Wilmer Arley Céspedes,19264,1
131161704260384,Carlos Ardila,Hugo Andrés Galindo Palacio,19064,2
108459260282,Universidad La Gran Colombia,Universidad La Gran Colombia,17762,2
1670178443243805,Soluciones Educativas P&G,Soluciones Educativas P&G,17139,1
2279264422124393,Vibra Latina Houston,These ads ran without a disclaimer,14552,2
664142747350164,Tatiana López Saldarriaga,Tatiana López Saldarriaga,14552,2
188371488749555,Mauro Marquez,Mauricio Marquez Valencia,13854,2
104947707728179,Personería Municipal Jamundí,Jorge Iván Mejía Gutiérrez,13528,1
398583357661790,Papo Amín,Papo Amín,12540,2
237316706446146,Alianza Francesa de Pereira,Alianza Francesa de Pereira,11267,2
941293005965935,Jonny Portilla Confía Putumayo,Jonny Fernando Portilla Moncayo,10870,1
104194058046531,Omar Enrrique Ortega,Omar Enrrique Ortega,10740,2
307952930086094,Boyacá Visible,Comunitic sas,10634,2
100319211712051,Walter Salas,Walter Manuel Salas Quinto,10460,2
466445923412524,Miguel Ángel Barreto,Joshua Escobar Rengifo,10447,1
201504926957834,Luis M. Carvajalino,Luis Manuel Carvajalino Quin,9775,2
796134277395174,Luis Francisco Ruiz Aguilar,Luis Francisco Ruiz Aguilar,9618,1
946215928825602,Soacha Gobierno Justo,Soacha Gobierno Justo,9569,1
1119413181474050,El Avispero Mov,Movilizatorio,9256,1
104542552452795,Shirley Charris,Shirley Patricia Charris Lopez,9250,1
106125295156311,Jose Elner Gonzalez,Jose Elner Gonzalez Azcarate,9019,1
100537461368132,Elkin Zapata Valencia Concejal,Jeferson Morales,8567,1
1400280116941194,Fabian Diaz,Fabian Diaz,8332,4
394915937373219,Alcaldía Municipal de Hispania “Unidos por lo social”,Alcaldía Municipal de Hispania,7828,2
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,7772,2
102989649235911,PIC Guainía 2022,Juanita Valentina Cuellar Carvajal,7760,2
102202755409948,Movimiento Colombia,Cristian Hernandez,7489,4
507379196275144,Robert Sanchez,Andres Felipe Lopez Borja,7480,1
96595416468,Lilia Solano,Lilia Solano,7383,2
104237548662249,Centro de Emprendimiento Impúlsate,Sebastian Galeano,6779,1
100362658279971,CONADEH TULUÁ,These ads ran without a disclaimer,6394,1
588841011459819,Abg. César Rodríguez,Cesar Hernando  Rodriguez Ramos,6337,1
105459022029789,Luis Gregorio Moreno Mosquera,Luis Gregorio Moreno Mosquera,6062,1
107787104895388,La Ópttica Popayán,La Óptica Popayán,6056,2
204435366254477,IETA - Instituto de Estudios Técnicos Aeronáuticos,William Guillermo Delgado Lopez,5721,1
1529335724037224,Aeropuerto del Café,INTUAL,5426,1
987563698019371,Duván Murillo Diputado,Duvan Murillo,4899,1
140451182823675,Edwin Palma Egea,Edwin Palma Egea,4879,1
318643975584117,Natalia Caviedes - Alcaldesa de Palermo,Sandra Merchán,4851,1
1448426092057311,El PIBE Sabaneta Concejal,El PIBE Sabaneta Concejal,4846,1
103611558024292,Centro Superior de Estudios Financieros e Informáticos,Claudia Gonzalez Mancheco,4701,1
100234649131971,Yo soy,Juan Carlos Muñoz Diaz,4520,1
220540158005037,Asociación Mexicana de Ciencias Políticas,These ads ran without a disclaimer,4478,2
119998605364692,Wilfredo Manuel Prado Chiran,These ads ran without a disclaimer,4360,1
468683789980124,Joao Herrera,José Joao Herrera Iranzo,4287,1
106592632188718,Yolanda Rivera Bravo,Yolanda Rivera Bravo,3637,1
105068200842316,Edilberto Molina,Tuto Gonzalez,2024,1
97410262628,EnginZone,These ads ran without a disclaimer,1999,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,1686,2
138634813014016,"Alvaro Múnera, grupo de amigos del Diputado Animalista",Alvaro Munera Builes,1263,1
1323010447709370,Diario La Libertad Medios de Comunicación La Libertad,These ads ran without a disclaimer,984,1
