Location name,Amount spent (VND)
An Giang Province,6049
Bà Rịa–Vũng Tàu Province,5627
Bình Dương Province,6717
Bình Phước Province,2020
Bình Thuận Province,3781
Bình Định Province,2681
Bạc Liêu Province,1358
Bắc Giang Province,13918
Bắc Kạn Province,2281
Bắc Ninh Province,59297
Bến Tre Province,1228
Cao Bằng Province,4195
Cà Mau Province,3647
Cần Thơ,4929
Da Nang,4934
Gia Lai Province,3656
Haiphong,18766
Ho Chi Minh City,278810
Hà Giang Province,5538
Hà Nam Province,2704
Hà Tĩnh Province,5119
Hòa Bình Province,6116
Hưng Yên Province,5362
Hải Dương Province,12602
Hậu Giang Province,1276
Khánh Hòa Province,6333
Kiên Giang Province,7818
Kon Tum Province,1022
Lai Châu Province,3418
Long An Province,1960
Lào Cai Province,5313
Lâm Đồng Province,4234
Lạng Sơn Province,6165
Nam Định Province,7619
Nghệ An Province,4986
Ninh Bình Province,3502
Ninh Thuận Province,875
Phú Thọ Province,6351
Phú Yên Province,1337
Quảng Bình Province,2448
Quảng Nam Province,2871
Quảng Ngãi Province,1685
Quảng Ninh Province,8757
Quảng Trị Province,3549
Sóc Trăng Province,2048
Sơn La Province,9717
Thanh Hóa Province,13662
Thái Bình Province,6050
Thái Nguyên Province,11708
Thừa Thiên–Huế Province,4287
Tiền Giang Province,2728
Trà Vinh Province,1377
Tuyên Quang Province,5435
Tây Ninh Province,2729
Vĩnh Long Province,2451
Vĩnh Phúc Province,7784
Yên Bái Province,4259
Điện Biên Province,3432
Đắk Lắk Province,8736
Đắk Nông Province,2074
Đồng Nai Province,10114
Đồng Tháp Province,4041
