Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,249,2
101414459084910,Stephen Munania,Stephen Munania,204,1
108703681766380,Rigathi Gachagua delivery unit,Robert Waswa Simiyu,181,1
1692208237695305,Button Badges,George Kingori Warui,135,1
1759891824069653,The Kenyan Heralds,Peris Wambui Mugi,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
102402458053698,KING JOEL,These ads ran without a disclaimer,≤100,1
477385565779582,How to use abortion pill,These ads ran without a disclaimer,≤100,1
100432322646591,Magnom Properties,These ads ran without a disclaimer,≤100,1
571956836171870,Carlo Tedesco Showroom,These ads ran without a disclaimer,≤100,1
100771065462417,UNIFYD,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
179370212712433,Suivera,These ads ran without a disclaimer,≤100,1
193159954041877,New Narratives,These ads ran without a disclaimer,≤100,2
