Location name,Amount spent (TRY)
Adana Province,70084
Adıyaman Province,9564
Afyonkarahisar Province,28608
Aksaray Province,20249
Amasya Province,8212
Ankara Province,191187
Antalya Province,81557
Ardahan Province,2295
Artvin Province,6149
Aydın Province,47489
Ağrı Province,4388
Balıkesir Province,30996
Bartın Province,5884
Batman Province,18837
Bayburt Province,1579
Bilecik Province,11040
Bingöl Province,2761
Bitlis Province,3655
Bolu Province,12948
Burdur Province,7653
Bursa Province,85130
Denizli Province,37889
Diyarbakır Province,22493
Düzce Province,11604
Edirne Province,23207
Elazığ Province,12162
Erzincan Province,6659
Erzurum Province,22938
Eskişehir Province,36373
Gaziantep Province,60745
Giresun Province,22273
Gümüşhane Province,2802
Hakkâri Province,1959
Hatay Province,26278
Isparta Province,15868
Istanbul Province,1067733
Iğdır Province,2744
Kahramanmaraş Province,20920
Karabük Province,15246
Karaman Province,6812
Kars Province,3773
Kastamonu Province,17942
Kayseri Province,52884
Kilis Province,4382
Kocaeli Province,48082
Konya Province,66563
Kütahya Province,12442
Kırklareli Province,17450
Kırıkkale Province,9350
Kırşehir Province,8519
Malatya Province,16741
Manisa Province,44951
Mardin Province,18743
Mersin Province,118347
Muğla Province,27738
Muş Province,2659
Nevşehir Province,6549
Niğde Province,10320
Ordu Province,34077
Osmaniye Province,14255
Rize Province,12700
Sakarya Province,15803
Samsun Province,62943
Siirt Province,4912
Sinop Province,7117
Sivas Province,19395
Tekirdağ Province,28858
Tokat Province,25865
Trabzon Province,39581
Tunceli Province,1252
Unknown,28314
Uşak Province,13451
Van Province,12935
Yalova Province,9134
Yozgat Province,13828
Zonguldak Province,19777
Çanakkale Province,14826
Çankırı Province,9649
Çorum Province,16127
İzmir Province,122260
Şanlıurfa Province,32783
Şırnak Province,5715
