Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Foreldrasamtök gegn áfengisauglýsingum,8912,2
737169626371453,Heimildin,Stundin,7954,2
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,6213,5
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,978,33
153308938439589,Sahara,SAHARA,490,1
117923164930140,Lifandi vísindi- Lifandi saga,Lifandi vísindi- Lifandi saga,379,2
1518790851708164,Samtök fyrirtækja í sjávarútvegi,SFS - Samtök fyrirtækja í sjávarútvegi,363,1
154893001218870,ADHD samtökin,ADHD samtökin,147,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,101,9
100122588079580,Bjórland,These ads ran without a disclaimer,≤100,1
316429945426,Aalto University,These ads ran without a disclaimer,≤100,1
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100,1
550751965021284,Success Resources,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,2
317158175535179,BitLife,These ads ran without a disclaimer,≤100,1
