Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
67571270393,Red Barnet,Red Barnet,22183,43
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,10544,45
399210657232918,PlanBørnefonden,PlanBørnefonden,7826,34
250994288337708,Sex og Samfund,Sex og Samfund,6037,23
59143726810,Psykiatrifonden,Psykiatrifonden,5915,5
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,4372,35
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,4340,62
65929129383,Røde Kors,Røde Kors,4254,21
111064405631701,nemlig.com,nemlig.com,3955,8
26458152911,SOS Børnebyerne,SOS Børnebyerne,3156,16
123653695693986,Motatos Danmark,Motatos,3133,15
12860228293,Politiken,Politiken,2754,20
66328502645,Dagbladet Information,Dagbladet Information,2673,9
12787473132,Berlingske,Berlingske,2419,24
748887235210811,Obton Forvaltning A/S,Obton A/S,2314,14
159000594147871,Mary Fonden,Mary Fonden,2191,8
55365680705,Greenpeace Danmark,Greenpeace Danmark,2109,26
142641498926,Fairtrade-mærket Danmark,Fairtrade Danmark,2049,53
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1851,22
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,1619,1
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam IBIS,1181,8
342716189117135,Sparekassen Danmark,Sparekassen Danmark,1154,2
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,1083,21
304554445813,Videncentret Bolius,Videncentret Bolius,1075,11
102154048301476,Lederstof.dk,Lederne,1073,20
287306323369,Børnecancerfonden,Børnecancerfonden,1009,4
133707013355759,Danner,Danner,997,1
19176473894,IMS (International Media Support),IMS (International Media Support),995,6
126543540781090,Ældre Sagen,Ældre Sagen,994,20
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,979,8
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,800,26
867877683280051,Weekendavisen,Weekendavisen,799,22
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,771,6
106468772046278,Project Greensand,Project Greensand,751,14
304554445813,Videncentret Bolius,Bolius,728,3
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,636,6
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,608,3
246977185497434,Plastic Change,Plastic Change,595,9
