Location name,Amount spent (MYR)
Johor,894
Kedah,608
Kelantan,350
Kuala Lumpur,1131
Labuan,≤100
Malacca,723
Negeri Sembilan,826
Pahang,622
Penang,598
Perak,598
Perlis,109
Putrajaya,≤100
Sabah,715
Sarawak,669
Selangor,1831
Terengganu,338
Unknown,≤100
