Location name,Amount spent (CHF)
Aargau,459
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,260
Basel-Landschaft,2095
Bern,270
Canton of Geneva,621
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,263
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,139
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,111
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,218
Zug,≤100
Zürich,15657
