Location name,Amount spent (NOK)
Akershus,4179
Aust-Agder,466
Buskerud,1261
Finnmark,326
Hedmark,806
Hordaland,2179
Møre og Romsdal,1160
Nord-Trøndelag,529
Nordland,1046
Oppland,817
Oslo,5742
Rogaland,2138
Sogn og Fjordane,424
Sør-Trøndelag,1350
Telemark,707
Troms,737
Unknown,≤100
Vest-Agder,1023
Vestfold,1150
Østfold,1427
